#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR2558--MA0002.2.RUNX1	chr14	118834510	118834520	-	0.000	0.000	Merged-chr14-118834540-52
NR6713--MA0002.2.RUNX1	chr7	125630513	125630523	-	0.000	0.000	Merged-chr7-125630465-44
NR1900--MA0684.1.RUNX3	chr13	8742951	8742960	+	0.000	0.000	Merged-chr13-8742974-25
NR2258--MA0002.2.RUNX1	chr13	113549210	113549220	+	0.000	0.000	Merged-chr13-113549207-25
NR3812--MA0002.2.RUNX1	chr19	16790168	16790178	-	0.000	0.000	Merged-chr19-16790195-21
NR779--MA0002.2.RUNX1	chr10	81194415	81194425	+	0.000	0.000	Merged-chr10-81194350-49
NR4156--MA0002.2.RUNX1	chr2	69002507	69002517	+	0.000	0.000	Merged-chr2-69002641-39
NR4026--MA0002.2.RUNX1	chr2	23041820	23041830	+	0.000	0.000	Merged-chr2-23041695-10
NR3881--MA0002.2.RUNX1	chr19	37109988	37109998	+	0.000	0.000	Merged-chr19-37109967-3
NR6141--MA0684.1.RUNX3	chr6	119217785	119217794	-	0.000	0.000	Merged-chr6-119217771-9
NR729--MA0002.2.RUNX1	chr10	75536367	75536377	+	0.000	0.000	Merged-chr10-75536310-39
NR3852--MA0002.2.RUNX1	chr19	32138397	32138407	-	0.000	0.000	Merged-chr19-32138517-38
NR7573--MA0002.2.RUNX1	chr9	121682307	121682317	-	0.000	0.000	Merged-chr9-121682469-52
NR6378--MA0002.2.RUNX1	chr7	28609325	28609335	-	0.000	0.000	Merged-chr7-28609310-17
NR558--MA0684.1.RUNX3	chr10	10307521	10307530	-	0.000	0.000	Merged-chr10-10307543-35
NR223--MA0511.2.RUNX2	chr1	97614015	97614023	+	0.000	0.000	Merged-chr1-97613912-17
NR6138--MA0684.1.RUNX3	chr6	119217684	119217693	-	0.000	0.000	Merged-chr6-119217771-9
NR4709--MA0002.2.RUNX1	chr3	101884383	101884393	-	0.000	0.000	Merged-chr3-101884248-30
NR1984--MA0511.2.RUNX2	chr13	30912399	30912407	-	0.000	0.000	Merged-chr13-30912363-13
NR3882--MA0511.2.RUNX2	chr19	37333519	37333527	+	0.000	0.000	Merged-chr19-37333490-26
NR5224--MA0002.2.RUNX1	chr4	129621168	129621178	+	0.000	0.000	Merged-chr4-129621333-30
NR5571--MA0684.1.RUNX3	chr5	100466876	100466885	+	0.000	0.000	Merged-chr5-100466890-43
NR1184--MA0002.2.RUNX1	chr11	70622460	70622470	-	0.000	0.000	Merged-chr11-70622499-26
NR4369--MA0002.2.RUNX1	chr2	144637307	144637317	+	0.000	0.000	Merged-chr2-144637414-14
NR3191--MA0002.2.RUNX1	chr16	90331260	90331270	-	0.000	0.000	Merged-chr16-90331129-56
NR2257--MA0511.2.RUNX2	chr13	113549212	113549220	-	0.000	0.000	Merged-chr13-113549207-25
NR1525--MA0511.2.RUNX2	chr12	8844924	8844932	-	0.000	0.000	Merged-chr12-8844937-14
NR5100--MA0002.2.RUNX1	chr4	98282437	98282447	+	0.000	0.000	Merged-chr4-98282479-46
NR5418--MA0002.2.RUNX1	chr5	31576745	31576755	+	0.000	0.000	Merged-chr5-31576784-60
NR6810--MA0002.2.RUNX1	chr7	142396753	142396763	+	0.000	0.000	Merged-chr7-142396800-18
NR6229--MA0684.1.RUNX3	chr6	130342279	130342288	+	0.000	0.000	Merged-chr6-130342331-49
NR5729--MA0002.2.RUNX1	chr5	124215134	124215144	-	0.000	0.000	Merged-chr5-124215011-42
NR4985--MA0684.1.RUNX3	chr4	46568357	46568366	-	0.000	0.000	Merged-chr4-46568404-15
NR780--MA0684.1.RUNX3	chr10	81194416	81194425	-	0.000	0.000	Merged-chr10-81194350-49
NR721--MA0511.2.RUNX2	chr10	75146224	75146232	-	0.000	0.000	Merged-chr10-75146347-53
NR4630--MA0684.1.RUNX3	chr3	79504697	79504706	-	0.000	0.000	Merged-chr3-79504650-9
NR7048--MA0002.2.RUNX1	chr8	115408663	115408673	-	0.000	0.000	Merged-chr8-115408581-14
NR6717--MA0002.2.RUNX1	chr7	126289493	126289503	+	0.000	0.000	Merged-chr7-126289568-12
NR4984--MA0002.2.RUNX1	chr4	46568356	46568366	+	0.000	0.000	Merged-chr4-46568404-15
NR226--MA0002.2.RUNX1	chr1	97623608	97623618	+	0.000	0.000	Merged-chr1-97623545-45
NR225--MA0684.1.RUNX3	chr1	97614015	97614024	+	0.000	0.000	Merged-chr1-97613912-17
NR4710--MA0684.1.RUNX3	chr3	101884383	101884392	+	0.000	0.000	Merged-chr3-101884248-30
NR4195--MA0002.2.RUNX1	chr2	73547518	73547528	-	0.000	0.000	Merged-chr2-73547425-29
NR7379--MA0684.1.RUNX3	chr9	78593272	78593281	+	0.000	0.000	Merged-chr9-78593326-11
NR2234--MA0002.2.RUNX1	chr13	110564085	110564095	-	0.000	0.000	Merged-chr13-110564159-46
NR2259--MA0684.1.RUNX3	chr13	113549211	113549220	-	0.000	0.000	Merged-chr13-113549207-25
NR1985--MA0002.2.RUNX1	chr13	30912397	30912407	+	0.000	0.000	Merged-chr13-30912363-13
NR3350--MA0511.2.RUNX2	chr17	29531565	29531573	+	0.000	0.000	Merged-chr17-29531509-3
NR2304--MA0511.2.RUNX2	chr14	21525923	21525931	-	0.000	0.000	Merged-chr14-21525854-33
NR3883--MA0002.2.RUNX1	chr19	37333519	37333529	-	0.000	0.000	Merged-chr19-37333490-26
NR4629--MA0511.2.RUNX2	chr3	79504698	79504706	-	0.000	0.000	Merged-chr3-79504650-9
NR4738--MA0511.2.RUNX2	chr3	108737883	108737891	-	0.000	0.000	Merged-chr3-108737869-29
NR5446--MA0002.2.RUNX1	chr5	38274103	38274113	-	0.000	0.000	Merged-chr5-38274062-24
NR5393--MA0002.2.RUNX1	chr5	23626316	23626326	-	0.000	0.000	Merged-chr5-23626360-14
NR7596--MA0002.2.RUNX1	chr9	123818115	123818125	-	0.000	0.000	Merged-chr9-123818061-5
NR6139--MA0511.2.RUNX2	chr6	119217786	119217794	-	0.000	0.000	Merged-chr6-119217771-9
NR7432--MA0002.2.RUNX1	chr9	94607589	94607599	-	0.000	0.000	Merged-chr9-94607543-65
NR3853--MA0684.1.RUNX3	chr19	32138397	32138406	+	0.000	0.000	Merged-chr19-32138517-38
NR6227--MA0511.2.RUNX2	chr6	130342279	130342287	+	0.000	0.000	Merged-chr6-130342331-49
NR1526--MA0002.2.RUNX1	chr12	8844922	8844932	+	0.000	0.000	Merged-chr12-8844937-14
