#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR3110--MA0599.1.KLF5	chr1	181352593	181352602	-	0.000	0.000	Merged-chr1-181352639-14
NR26148--MA1107.1.KLF9	chr19	32465573	32465585	-	0.000	0.000	Merged-chr19-32465460-36
NR37393--MA0039.3.KLF4	chr4	155082199	155082209	+	0.000	0.000	Merged-chr4-155082260-14
NR39434--MA0039.3.KLF4	chr5	111200385	111200395	-	0.000	0.000	Merged-chr5-111200479-33
NR23413--MA0741.1.KLF16	chr17	74865013	74865023	-	0.000	0.000	Merged-chr17-74864979-18
NR42552--MA1107.1.KLF9	chr6	71831704	71831716	-	0.000	0.000	Merged-chr6-71831897-1
NR31302--MA1107.1.KLF9	chr3	16227568	16227580	-	0.000	0.000	Merged-chr3-16227487-10
NR15200--MA0741.1.KLF16	chr14	27262415	27262425	+	0.000	0.000	Merged-chr14-27262535-17
NR12084--MA0742.1.Klf12	chr12	106016397	106016411	-	0.000	0.000	Merged-chr12-106016418-37
NR44043--MA0493.1.Klf1	chr6	134348665	134348675	-	0.000	0.000	Merged-chr6-134348726-53
NR7944--MA0741.1.KLF16	chr11	68434911	68434921	-	0.000	0.000	Merged-chr11-68434991-1
NR16360--MA0493.1.Klf1	chr14	79591337	79591347	-	0.000	0.000	Merged-chr14-79591332-25
NR45121--MA0740.1.KLF14	chr7	24481950	24481963	+	0.000	0.000	Merged-chr7-24481860-36
NR24765--MA0742.1.Klf12	chr18	67212684	67212698	+	0.000	0.000	Merged-chr18-67212775-57
NR11143--MA1107.1.KLF9	chr12	54398449	54398461	-	0.000	0.000	Merged-chr12-54398333-42
NR47779--MA0599.1.KLF5	chr7	132772647	132772656	-	0.000	0.000	Merged-chr7-132772585-7
NR30575--MA1107.1.KLF9	chr2	163298966	163298978	+	0.000	0.000	Merged-chr2-163299110-16
NR36608--MA0039.3.KLF4	chr4	136123311	136123321	-	0.000	0.000	Merged-chr4-136123235-13
NR46786--MA0039.3.KLF4	chr7	98797413	98797423	-	0.000	0.000	Merged-chr7-98797577-28
NR38256--MA0493.1.Klf1	chr5	53605582	53605592	-	0.000	0.000	Merged-chr5-53605625-25
NR24983--MA0742.1.Klf12	chr18	75322200	75322214	+	0.000	0.000	Merged-chr18-75322404-42
NR21854--MA1107.1.KLF9	chr17	29193471	29193483	+	0.000	0.000	Merged-chr17-29193494-23
NR6117--MA0741.1.KLF16	chr10	121300786	121300796	+	0.000	0.000	Merged-chr10-121300859-24
NR11149--MA0599.1.KLF5	chr12	54568772	54568781	-	0.000	0.000	Merged-chr12-54568862-31
NR52515--MA0657.1.KLF13	chr9	70484977	70484994	+	0.000	0.000	Merged-chr9-70485119-27
NR24769--MA0741.1.KLF16	chr18	67212685	67212695	+	0.000	0.000	Merged-chr18-67212775-57
NR32755--MA1107.1.KLF9	chr3	104616371	104616383	-	0.000	0.000	Merged-chr3-104616358-38
NR12906--MA0599.1.KLF5	chr13	24468070	24468079	-	0.000	0.000	Merged-chr13-24467982-34
NR29333--MA1107.1.KLF9	chr2	115610632	115610644	+	0.000	0.000	Merged-chr2-115610633-33
NR43563--MA0599.1.KLF5	chr6	120081752	120081761	-	0.000	0.000	Merged-chr6-120081758-25
NR32680--MA0599.1.KLF5	chr3	103092049	103092058	-	0.000	0.000	Merged-chr3-103091976-34
NR54427--MA1107.1.KLF9	chrX	37142022	37142034	+	0.000	0.000	Merged-chrX-37141960-22
NR10832--MA0039.3.KLF4	chr12	25351098	25351108	+	0.000	0.000	Merged-chr12-25351011-20
NR3558--MA0493.1.Klf1	chr10	5448588	5448598	-	0.000	0.000	Merged-chr10-5448562-35
NR4786--MA1107.1.KLF9	chr10	78115170	78115182	-	0.000	0.000	Merged-chr10-78115092-14
NR3445--MA0039.3.KLF4	chr1	192693017	192693027	+	0.000	0.000	Merged-chr1-192693207-29
NR12--MA1107.1.KLF9	chr1	6519524	6519536	+	0.000	0.000	Merged-chr1-6519375-11
NR45122--MA0657.1.KLF13	chr7	24481949	24481966	+	0.000	0.000	Merged-chr7-24481860-36
NR19406--MA1107.1.KLF9	chr16	10788553	10788565	-	0.000	0.000	Merged-chr16-10788652-37
NR12032--MA1107.1.KLF9	chr12	105475798	105475810	-	0.000	0.000	Merged-chr12-105475644-16
NR3557--MA0039.3.KLF4	chr10	5448586	5448596	-	0.000	0.000	Merged-chr10-5448562-35
NR24676--MA0039.3.KLF4	chr18	61614737	61614747	-	0.000	0.000	Merged-chr18-61614590-32
NR34454--MA0742.1.Klf12	chr4	43171518	43171532	-	0.000	0.000	Merged-chr4-43171535-31
NR1521--MA1107.1.KLF9	chr1	127380937	127380949	-	0.000	0.000	Merged-chr1-127381080-26
NR51865--MA1107.1.KLF9	chr9	50512108	50512120	-	0.000	0.000	Merged-chr9-50512107-7
NR51650--MA1107.1.KLF9	chr9	42423875	42423887	+	0.000	0.000	Merged-chr9-42423784-11
NR18371--MA0599.1.KLF5	chr15	85828971	85828980	+	0.000	0.000	Merged-chr15-85828905-13
NR22771--MA0599.1.KLF5	chr17	47710301	47710310	-	0.000	0.000	Merged-chr17-47710307-11
NR50404--MA0740.1.KLF14	chr8	116645532	116645545	-	0.000	0.000	Merged-chr8-116645599-31
NR53608--MA0741.1.KLF16	chr9	114613221	114613231	-	0.000	0.000	Merged-chr9-114613191-38
NR4276--MA0742.1.Klf12	chr10	60225385	60225399	-	0.000	0.000	Merged-chr10-60225461-7
NR31491--MA1107.1.KLF9	chr3	37370538	37370550	+	0.000	0.000	Merged-chr3-37370609-25
NR46081--MA0599.1.KLF5	chr7	49595310	49595319	-	0.000	0.000	Merged-chr7-49595301-15
NR19442--MA1107.1.KLF9	chr16	11505472	11505484	-	0.000	0.000	Merged-chr16-11505551-12
NR28967--MA0742.1.Klf12	chr2	91835224	91835238	-	0.000	0.000	Merged-chr2-91835374-51
NR7090--MA0599.1.KLF5	chr11	33701732	33701741	-	0.000	0.000	Merged-chr11-33701915-7
NR1861--MA0039.3.KLF4	chr1	135766475	135766485	-	0.000	0.000	Merged-chr1-135766283-55
NR8212--MA0741.1.KLF16	chr11	72180739	72180749	+	0.000	0.000	Merged-chr11-72180636-22
NR48753--MA0741.1.KLF16	chr8	34397997	34398007	+	0.000	0.000	Merged-chr8-34397971-66
NR53603--MA0599.1.KLF5	chr9	114613181	114613190	-	0.000	0.000	Merged-chr9-114613191-38
NR46027--MA0493.1.Klf1	chr7	46832393	46832403	-	0.000	0.000	Merged-chr7-46832342-27
NR25039--MA0740.1.KLF14	chr18	77743801	77743814	-	0.000	0.000	Merged-chr18-77743762-23
NR38926--MA0741.1.KLF16	chr5	92925372	92925382	+	0.000	0.000	Merged-chr5-92925240-13
NR9270--MA0599.1.KLF5	chr11	99150544	99150553	+	0.000	0.000	Merged-chr11-99150380-50
NR3360--MA0741.1.KLF16	chr1	191115088	191115098	-	0.000	0.000	Merged-chr1-191115212-7
NR50695--MA1107.1.KLF9	chr8	123163063	123163075	+	0.000	0.000	Merged-chr8-123163099-40
NR47146--MA0740.1.KLF14	chr7	113572969	113572982	-	0.000	0.000	Merged-chr7-113573033-33
NR24698--MA0657.1.KLF13	chr18	62192590	62192607	-	0.000	0.000	Merged-chr18-62192443-48
NR14237--MA0742.1.Klf12	chr13	95450625	95450639	+	0.000	0.000	Merged-chr13-95450580-4
NR20241--MA0039.3.KLF4	chr16	55421972	55421982	+	0.000	0.000	Merged-chr16-55421971-12
NR4052--MA0740.1.KLF14	chr10	42699280	42699293	+	0.000	0.000	Merged-chr10-42699170-35
NR51649--MA0741.1.KLF16	chr9	42423876	42423886	+	0.000	0.000	Merged-chr9-42423784-11
NR10830--MA0742.1.Klf12	chr12	25351096	25351110	+	0.000	0.000	Merged-chr12-25351011-20
NR34734--MA0039.3.KLF4	chr4	55343395	55343405	+	0.000	0.000	Merged-chr4-55343422-62
NR42454--MA0741.1.KLF16	chr6	61271213	61271223	+	0.000	0.000	Merged-chr6-61271177-5
NR16237--MA0740.1.KLF14	chr14	75820045	75820058	-	0.000	0.000	Merged-chr14-75819905-19
NR24764--MA0740.1.KLF14	chr18	67212684	67212697	+	0.000	0.000	Merged-chr18-67212775-57
NR20704--MA0599.1.KLF5	chr16	91553970	91553979	+	0.000	0.000	Merged-chr16-91553850-20
NR4281--MA1107.1.KLF9	chr10	60225620	60225632	+	0.000	0.000	Merged-chr10-60225461-7
NR50373--MA1107.1.KLF9	chr8	114888550	114888562	-	0.000	0.000	Merged-chr8-114888790-56
NR20149--MA0599.1.KLF5	chr16	48594805	48594814	-	0.000	0.000	Merged-chr16-48594719-53
NR43384--MA1107.1.KLF9	chr6	114901761	114901773	+	0.000	0.000	Merged-chr6-114901641-18
NR51978--MA0740.1.KLF14	chr9	55410575	55410588	+	0.000	0.000	Merged-chr9-55410514-19
NR29622--MA0599.1.KLF5	chr2	125422588	125422597	-	0.000	0.000	Merged-chr2-125422559-12
NR27768--MA1107.1.KLF9	chr2	29666761	29666773	-	0.000	0.000	Merged-chr2-29666836-9
NR16312--MA1107.1.KLF9	chr14	78559256	78559268	-	0.000	0.000	Merged-chr14-78559223-28
NR34869--MA1107.1.KLF9	chr4	62740515	62740527	+	0.000	0.000	Merged-chr4-62740751-14
NR37870--MA0741.1.KLF16	chr5	30353818	30353828	-	0.000	0.000	Merged-chr5-30353789-16
NR10834--MA0741.1.KLF16	chr12	25351097	25351107	+	0.000	0.000	Merged-chr12-25351011-20
NR50700--MA1107.1.KLF9	chr8	123163073	123163085	+	0.000	0.000	Merged-chr8-123163099-40
NR45129--MA0741.1.KLF16	chr7	24481951	24481961	+	0.000	0.000	Merged-chr7-24481860-36
NR48758--MA0741.1.KLF16	chr8	34398002	34398012	+	0.000	0.000	Merged-chr8-34397971-66
NR19768--MA0741.1.KLF16	chr16	24160874	24160884	+	0.000	0.000	Merged-chr16-24160756-32
NR33457--MA1107.1.KLF9	chr3	136742786	136742798	-	0.000	0.000	Merged-chr3-136742959-57
NR7--MA1107.1.KLF9	chr1	6519514	6519526	+	0.000	0.000	Merged-chr1-6519375-11
NR32018--MA1107.1.KLF9	chr3	84772128	84772140	-	0.000	0.000	Merged-chr3-84772067-31
NR46785--MA0599.1.KLF5	chr7	98797415	98797424	-	0.000	0.000	Merged-chr7-98797577-28
NR24741--MA0493.1.Klf1	chr18	65465773	65465783	+	0.000	0.000	Merged-chr18-65465716-25
NR12907--MA0741.1.KLF16	chr13	24468069	24468079	-	0.000	0.000	Merged-chr13-24467982-34
NR37388--MA0599.1.KLF5	chr4	155050224	155050233	+	0.000	0.000	Merged-chr4-155050218-26
NR33695--MA0493.1.Klf1	chr3	148465661	148465671	-	0.000	0.000	Merged-chr3-148465597-36
NR4053--MA0657.1.KLF13	chr10	42699261	42699278	+	0.000	0.000	Merged-chr10-42699170-35
NR24773--MA0599.1.KLF5	chr18	67255708	67255717	-	0.000	0.000	Merged-chr18-67255745-40
NR8207--MA0657.1.KLF13	chr11	72180737	72180754	+	0.000	0.000	Merged-chr11-72180636-22
NR51964--MA0742.1.Klf12	chr9	55283730	55283744	+	0.000	0.000	Merged-chr9-55283833-16
NR42446--MA0741.1.KLF16	chr6	61271205	61271215	+	0.000	0.000	Merged-chr6-61271177-5
NR24740--MA0039.3.KLF4	chr18	65465775	65465785	+	0.000	0.000	Merged-chr18-65465716-25
NR34570--MA0493.1.Klf1	chr4	46411764	46411774	-	0.000	0.000	Merged-chr4-46411765-13
NR33694--MA0039.3.KLF4	chr3	148465659	148465669	-	0.000	0.000	Merged-chr3-148465597-36
NR15488--MA0599.1.KLF5	chr14	47740787	47740796	+	0.000	0.000	Merged-chr14-47740703-52
NR12759--MA1107.1.KLF9	chr13	15982597	15982609	+	0.000	0.000	Merged-chr13-15982553-21
NR32054--MA1107.1.KLF9	chr3	86961188	86961200	-	0.000	0.000	Merged-chr3-86961231-31
NR34887--MA0039.3.KLF4	chr4	63636225	63636235	-	0.000	0.000	Merged-chr4-63636346-15
NR10831--MA0599.1.KLF5	chr12	25351097	25351106	+	0.000	0.000	Merged-chr12-25351011-20
NR33774--MA0741.1.KLF16	chr3	152886826	152886836	-	0.000	0.000	Merged-chr3-152886887-20
NR44493--MA0493.1.Klf1	chr6	145998705	145998715	+	0.000	0.000	Merged-chr6-145998846-7
NR39813--MA0741.1.KLF16	chr5	115711885	115711895	-	0.000	0.000	Merged-chr5-115711698-1,Merged-chr5-115712054-77
NR48843--MA1107.1.KLF9	chr8	40584799	40584811	+	0.000	0.000	Merged-chr8-40584789-43
NR3332--MA0599.1.KLF5	chr1	190875330	190875339	-	0.000	0.000	Merged-chr1-190875350-16
NR11020--MA1107.1.KLF9	chr12	35770598	35770610	+	0.000	0.000	Merged-chr12-35770526-40
NR27632--MA0657.1.KLF13	chr2	25856204	25856221	+	0.000	0.000	Merged-chr2-25856140-7
NR1219--MA0493.1.Klf1	chr1	91095350	91095360	-	0.000	0.000	Merged-chr1-91095433-53
NR11342--MA0039.3.KLF4	chr12	70078890	70078900	+	0.000	0.000	Merged-chr12-70078875-55
NR14934--MA0039.3.KLF4	chr14	12243816	12243826	+	0.000	0.000	Merged-chr14-12243878-61
NR23767--MA0039.3.KLF4	chr17	86435012	86435022	-	0.000	0.000	Merged-chr17-86435016-20
NR23409--MA0039.3.KLF4	chr17	74865012	74865022	-	0.000	0.000	Merged-chr17-74864979-18
NR3556--MA0599.1.KLF5	chr10	5448588	5448597	-	0.000	0.000	Merged-chr10-5448562-35
NR4604--MA0039.3.KLF4	chr10	71399681	71399691	+	0.000	0.000	Merged-chr10-71399794-69
NR11106--MA0493.1.Klf1	chr12	52383031	52383041	+	0.000	0.000	Merged-chr12-52383146-23
NR4059--MA0493.1.Klf1	chr10	42699262	42699272	+	0.000	0.000	Merged-chr10-42699170-35
NR14948--MA1107.1.KLF9	chr14	12307779	12307791	-	0.000	0.000	Merged-chr14-12307905-40
NR30426--MA0493.1.Klf1	chr2	158160215	158160225	+	0.000	0.000	Merged-chr2-158160127-37
NR44466--MA0741.1.KLF16	chr6	145256794	145256804	-	0.000	0.000	Merged-chr6-145256997-16
NR38356--MA0039.3.KLF4	chr5	64764565	64764575	-	0.000	0.000	Merged-chr5-64764597-23
NR30582--MA1107.1.KLF9	chr2	163298990	163299002	+	0.000	0.000	Merged-chr2-163299110-16
NR38258--MA1107.1.KLF9	chr5	53605580	53605592	-	0.000	0.000	Merged-chr5-53605625-25
NR49504--MA0740.1.KLF14	chr8	76902219	76902232	+	0.000	0.000	Merged-chr8-76902143-41
NR8785--MA1107.1.KLF9	chr11	88131941	88131953	+	0.000	0.000	Merged-chr11-88132051-21
NR40931--MA0740.1.KLF14	chr5	140586796	140586809	+	0.000	0.000	Merged-chr5-140586794-18
NR52488--MA0599.1.KLF5	chr9	69458367	69458376	+	0.000	0.000	Merged-chr9-69458326-40
NR42024--MA0741.1.KLF16	chr6	41559577	41559587	-	0.000	0.000	Merged-chr6-41559544-20
NR19953--MA0742.1.Klf12	chr16	35765695	35765709	-	0.000	0.000	Merged-chr16-35765641-23
NR45127--MA0493.1.Klf1	chr7	24481950	24481960	+	0.000	0.000	Merged-chr7-24481860-36
NR3693--MA0742.1.Klf12	chr10	17828047	17828061	-	0.000	0.000	Merged-chr10-17827922-26
NR9866--MA0741.1.KLF16	chr11	113537056	113537066	+	0.000	0.000	Merged-chr11-113536889-33
NR19955--MA0493.1.Klf1	chr16	35765699	35765709	-	0.000	0.000	Merged-chr16-35765641-23
NR4056--MA0742.1.Klf12	chr10	42699280	42699294	+	0.000	0.000	Merged-chr10-42699170-35
NR12428--MA0039.3.KLF4	chr12	112699310	112699320	+	0.000	0.000	Merged-chr12-112699364-12
NR11146--MA1107.1.KLF9	chr12	54398455	54398467	-	0.000	0.000	Merged-chr12-54398333-42
NR10--MA1107.1.KLF9	chr1	6519520	6519532	+	0.000	0.000	Merged-chr1-6519375-11
NR11052--MA1107.1.KLF9	chr12	40536189	40536201	+	0.000	0.000	Merged-chr12-40536190-67
