#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR8791--MA0659.1.MAFG	chr8	46550338	46550358	-	0.000	0.000	Merged-chr8-46550228-39
NR7677--MA0495.2.MAFF	chr6	67668204	67668224	-	0.000	0.000	Merged-chr6-67668321-12
NR4609--MA0495.2.MAFF	chr18	65479280	65479300	+	0.000	0.000	Merged-chr18-65479334-47
NR2677--MA0117.2.Mafb	chr13	84791275	84791286	-	0.000	0.000	Merged-chr13-84791325-24
NR4389--MA0496.2.MAFK	chr17	86185078	86185096	-	0.000	0.000	Merged-chr17-86185009-23
NR2484--MA0089.1.MAFG::NFE2L1	chr13	42077768	42077773	-	0.000	0.000	Merged-chr13-42077893-29
NR4875--MA0659.1.MAFG	chr19	33429569	33429589	+	0.000	0.000	Merged-chr19-33429713-40
NR3502--MA0591.1.Bach1::Mafk	chr15	81308191	81308205	-	0.000	0.000	Merged-chr15-81308219-24
NR8399--MA0089.1.MAFG::NFE2L1	chr7	97067531	97067536	-	0.000	0.000	Merged-chr7-97067401-28
NR8071--MA0591.1.Bach1::Mafk	chr6	137316523	137316537	+	0.000	0.000	Merged-chr6-137316445-24
NR1934--MA0591.1.Bach1::Mafk	chr12	28835841	28835855	-	0.000	0.000	Merged-chr12-28835846-42
NR8586--MA0089.1.MAFG::NFE2L1	chr7	125511602	125511607	-	0.000	0.000	Merged-chr7-125511628-40
NR7542--MA0089.1.MAFG::NFE2L1	chr6	28484154	28484159	+	0.000	0.000	Merged-chr6-28484223-3
NR9772--MA0495.2.MAFF	chrX	37141975	37141995	+	0.000	0.000	Merged-chrX-37141960-22
NR8409--MA0089.1.MAFG::NFE2L1	chr7	99027423	99027428	+	0.000	0.000	Merged-chr7-99027397-37
NR5072--MA0496.2.MAFK	chr2	30112755	30112773	-	0.000	0.000	Merged-chr2-30112786-18
NR4376--MA0591.1.Bach1::Mafk	chr17	84421541	84421555	+	0.000	0.000	Merged-chr17-84421572-4
NR9774--MA0117.2.Mafb	chrX	37141975	37141986	+	0.000	0.000	Merged-chrX-37141960-22
NR9036--MA0501.1.MAF::NFE2	chr8	117548064	117548078	+	0.000	0.000	Merged-chr8-117548113-3
NR215--MA0089.1.MAFG::NFE2L1	chr1	80321552	80321557	-	0.000	0.000	Merged-chr1-80321528-19
NR9876--MA0501.1.MAF::NFE2	chrX	159828227	159828241	+	0.000	0.000	Merged-chrX-159828290-35
NR714--MA0117.2.Mafb	chr1	191115276	191115287	+	0.000	0.000	Merged-chr1-191115212-7
NR272--MA0501.1.MAF::NFE2	chr1	91831435	91831449	+	0.000	0.000	Merged-chr1-91831329-12
NR1609--MA0495.2.MAFF	chr11	83828747	83828767	-	0.000	0.000	Merged-chr11-83828814-21
NR6416--MA0501.1.MAF::NFE2	chr4	32405326	32405340	-	0.000	0.000	Merged-chr4-32405236-4
NR6292--MA0496.2.MAFK	chr3	145666598	145666616	-	0.000	0.000	Merged-chr3-145666541-17
NR719--MA0659.1.MAFG	chr1	191152565	191152585	+	0.000	0.000	Merged-chr1-191152485-1
NR5304--MA0089.1.MAFG::NFE2L1	chr2	102733421	102733426	+	0.000	0.000	Merged-chr2-102733347-57
NR6939--MA0089.1.MAFG::NFE2L1	chr5	8397651	8397656	+	0.000	0.000	Merged-chr5-8397712-7
NR1953--MA0501.1.MAF::NFE2	chr12	35534167	35534181	+	0.000	0.000	Merged-chr12-35534275-3
NR717--MA0089.1.MAFG::NFE2L1	chr1	191152565	191152570	-	0.000	0.000	Merged-chr1-191152485-1
NR6740--MA0496.2.MAFK	chr4	133185415	133185433	+	0.000	0.000	Merged-chr4-133185402-47
NR6297--MA0496.2.MAFK	chr3	146063413	146063431	+	0.000	0.000	Merged-chr3-146063322-20
NR7949--MA0659.1.MAFG	chr6	120799648	120799668	+	0.000	0.000	Merged-chr6-120799783-44
NR6548--MA0089.1.MAFG::NFE2L1	chr4	88693552	88693557	-	0.000	0.000	Merged-chr4-88693660-22
NR3722--MA0495.2.MAFF	chr16	24831175	24831195	-	0.000	0.000	Merged-chr16-24831230-9
NR1314--MA0495.2.MAFF	chr10	130344201	130344221	+	0.000	0.000	Merged-chr10-130344274-29
NR7678--MA0591.1.Bach1::Mafk	chr6	67668207	67668221	+	0.000	0.000	Merged-chr6-67668321-12
NR513--MA0089.1.MAFG::NFE2L1	chr1	161734763	161734768	-	0.000	0.000	Merged-chr1-161734917-117
NR4229--MA0591.1.Bach1::Mafk	chr17	47171428	47171442	+	0.000	0.000	Merged-chr17-47171280-54
NR2849--MA0117.2.Mafb	chr13	111634607	111634618	-	0.000	0.000	Merged-chr13-111634662-22
NR1316--MA0117.2.Mafb	chr10	130344210	130344221	-	0.000	0.000	Merged-chr10-130344274-29
NR4387--MA0495.2.MAFF	chr17	86185077	86185097	-	0.000	0.000	Merged-chr17-86185009-23
NR9486--MA0591.1.Bach1::Mafk	chr9	83564333	83564347	+	0.000	0.000	Merged-chr9-83564254-44
NR9274--MA0117.2.Mafb	chr9	48562572	48562583	-	0.000	0.000	Merged-chr9-48562670-30
NR511--MA0089.1.MAFG::NFE2L1	chr1	161671183	161671188	+	0.000	0.000	Merged-chr1-161671075-50
NR3630--MA0089.1.MAFG::NFE2L1	chr16	3988489	3988494	-	0.000	0.000	Merged-chr16-3988637-25
NR5963--MA0501.1.MAF::NFE2	chr3	84809025	84809039	+	0.000	0.000	Merged-chr3-84809112-18
NR4889--MA0089.1.MAFG::NFE2L1	chr19	36364984	36364989	-	0.000	0.000	Merged-chr19-36364955-22
NR5446--MA0591.1.Bach1::Mafk	chr2	128117910	128117924	+	0.000	0.000	Merged-chr2-128117807-36
NR4006--MA0089.1.MAFG::NFE2L1	chr16	97402597	97402602	-	0.000	0.000	Merged-chr16-97402543-6
NR1018--MA0089.1.MAFG::NFE2L1	chr10	75446552	75446557	-	0.000	0.000	Merged-chr10-75446685-44
NR74--MA0496.2.MAFK	chr1	39196873	39196891	-	0.000	0.000	Merged-chr1-39196974-45
NR2494--MA0591.1.Bach1::Mafk	chr13	44507141	44507155	+	0.000	0.000	Merged-chr13-44507226-54
NR2675--MA0117.2.Mafb	chr13	84749418	84749429	+	0.000	0.000	Merged-chr13-84749405-16
NR220--MA0089.1.MAFG::NFE2L1	chr1	82429288	82429293	-	0.000	0.000	Merged-chr1-82429225-23
NR3783--MA0659.1.MAFG	chr16	48594651	48594671	+	0.000	0.000	Merged-chr16-48594719-53
NR8123--MA0089.1.MAFG::NFE2L1	chr6	145256833	145256838	-	0.000	0.000	Merged-chr6-145256997-16
NR276--MA0591.1.Bach1::Mafk	chr1	92119344	92119358	+	0.000	0.000	Merged-chr1-92119439-48
NR105--MA0496.2.MAFK	chr1	43207346	43207364	+	0.000	0.000	Merged-chr1-43207362-30
NR143--MA0117.2.Mafb	chr1	58029653	58029664	-	0.000	0.000	Merged-chr1-58029750-23
NR7346--MA0117.2.Mafb	chr5	121796273	121796284	-	0.000	0.000	Merged-chr5-121796162-9
NR4217--MA0089.1.MAFG::NFE2L1	chr17	44670978	44670983	-	0.000	0.000	Merged-chr17-44670859-1
NR3854--MA0089.1.MAFG::NFE2L1	chr16	58709279	58709284	-	0.000	0.000	Merged-chr16-58709115-34
NR4880--MA0496.2.MAFK	chr19	33429570	33429588	-	0.000	0.000	Merged-chr19-33429713-40
NR8788--MA0495.2.MAFF	chr8	46550338	46550358	+	0.000	0.000	Merged-chr8-46550228-39
NR7679--MA0501.1.MAF::NFE2	chr6	67668210	67668224	+	0.000	0.000	Merged-chr6-67668321-12
NR3576--MA0495.2.MAFF	chr15	97455775	97455795	-	0.000	0.000	Merged-chr15-97455795-23
NR6417--MA0501.1.MAF::NFE2	chr4	32424392	32424406	-	0.000	0.000	Merged-chr4-32424256-17
NR5818--MA0496.2.MAFK	chr3	21917648	21917666	-	0.000	0.000	Merged-chr3-21917648-70
NR8313--MA0496.2.MAFK	chr7	67308223	67308241	-	0.000	0.000	Merged-chr7-67308311-16
NR3130--MA0117.2.Mafb	chr14	74918642	74918653	+	0.000	0.000	Merged-chr14-74918775-39
NR8792--MA0496.2.MAFK	chr8	46550339	46550357	+	0.000	0.000	Merged-chr8-46550228-39
NR5246--MA0089.1.MAFG::NFE2L1	chr2	79698315	79698320	+	0.000	0.000	Merged-chr2-79698404-21
NR5303--MA0501.1.MAF::NFE2	chr2	102733285	102733299	+	0.000	0.000	Merged-chr2-102733347-57
NR3580--MA0496.2.MAFK	chr15	97455776	97455794	-	0.000	0.000	Merged-chr15-97455795-23
NR4538--MA0117.2.Mafb	chr18	46381291	46381302	-	0.000	0.000	Merged-chr18-46381195-31
NR715--MA0495.2.MAFF	chr1	191152565	191152585	+	0.000	0.000	Merged-chr1-191152485-1
NR4010--MA0659.1.MAFG	chr16	97442080	97442100	+	0.000	0.000	Merged-chr16-97442198-19
NR1967--MA0117.2.Mafb	chr12	36317334	36317345	-	0.000	0.000	Merged-chr12-36317326-46
NR8145--MA0089.1.MAFG::NFE2L1	chr6	146185759	146185764	-	0.000	0.000	Merged-chr6-146185680-43
NR8865--MA0501.1.MAF::NFE2	chr8	77292840	77292854	-	0.000	0.000	Merged-chr8-77292720-71
NR5570--MA0117.2.Mafb	chr2	151944386	151944397	-	0.000	0.000	Merged-chr2-151944383-43
NR4602--MA0089.1.MAFG::NFE2L1	chr18	64919471	64919476	+	0.000	0.000	Merged-chr18-64919536-37
NR6884--MA0117.2.Mafb	chr4	154137371	154137382	-	0.000	0.000	Merged-chr4-154137270-21
NR8831--MA0117.2.Mafb	chr8	68674248	68674259	-	0.000	0.000	Merged-chr8-68674402-29
NR7010--MA0089.1.MAFG::NFE2L1	chr5	28382568	28382573	-	0.000	0.000	Merged-chr5-28382451-39
NR4013--MA0496.2.MAFK	chr16	97442081	97442099	+	0.000	0.000	Merged-chr16-97442198-19
NR4815--MA0089.1.MAFG::NFE2L1	chr19	18555805	18555810	-	0.000	0.000	Merged-chr19-18555822-23
NR9281--MA0117.2.Mafb	chr9	52349313	52349324	+	0.000	0.000	Merged-chr9-52349266-37
NR3697--MA0591.1.Bach1::Mafk	chr16	17695164	17695178	-	0.000	0.000	Merged-chr16-17695007-34
NR7572--MA0501.1.MAF::NFE2	chr6	39218271	39218285	+	0.000	0.000	Merged-chr6-39218184-14
NR2784--MA0591.1.Bach1::Mafk	chr13	104041239	104041253	-	0.000	0.000	Merged-chr13-104041328-31
NR8341--MA0089.1.MAFG::NFE2L1	chr7	78685190	78685195	+	0.000	0.000	Merged-chr7-78685016-20
NR5448--MA0496.2.MAFK	chr2	128117908	128117926	+	0.000	0.000	Merged-chr2-128117807-36
NR5353--MA0089.1.MAFG::NFE2L1	chr2	115610676	115610681	+	0.000	0.000	Merged-chr2-115610633-33
NR3433--MA0501.1.MAF::NFE2	chr15	62374836	62374850	+	0.000	0.000	Merged-chr15-62374783-6
NR9485--MA0496.2.MAFK	chr9	83564271	83564289	-	0.000	0.000	Merged-chr9-83564254-44
NR4611--MA0117.2.Mafb	chr18	65479280	65479291	+	0.000	0.000	Merged-chr18-65479334-47
NR1586--MA0495.2.MAFF	chr11	80266458	80266478	+	0.000	0.000	Merged-chr11-80266333-6
NR3654--MA0495.2.MAFF	chr16	11073639	11073659	-	0.000	0.000	Merged-chr16-11073416-33
NR1806--MA0591.1.Bach1::Mafk	chr11	115128698	115128712	+	0.000	0.000	Merged-chr11-115128624-38
NR3958--MA0496.2.MAFK	chr16	92980006	92980024	+	0.000	0.000	Merged-chr16-92980163-22
NR5062--MA0089.1.MAFG::NFE2L1	chr2	25620598	25620603	+	0.000	0.000	Merged-chr2-25620603-21
NR3807--MA0501.1.MAF::NFE2	chr16	51878449	51878463	+	0.000	0.000	Merged-chr16-51878445-21
NR4724--MA0089.1.MAFG::NFE2L1	chr18	82513661	82513666	+	0.000	0.000	Merged-chr18-82513500-48
NR8115--MA0591.1.Bach1::Mafk	chr6	144689199	144689213	-	0.000	0.000	Merged-chr6-144689209-25
NR3806--MA0591.1.Bach1::Mafk	chr16	51878446	51878460	+	0.000	0.000	Merged-chr16-51878445-21
NR4876--MA0659.1.MAFG	chr19	33429569	33429589	-	0.000	0.000	Merged-chr19-33429713-40
NR6418--MA0501.1.MAF::NFE2	chr4	32424539	32424553	+	0.000	0.000	Merged-chr4-32424580-38
NR9482--MA0591.1.Bach1::Mafk	chr9	83564273	83564287	+	0.000	0.000	Merged-chr9-83564254-44
NR2676--MA0496.2.MAFK	chr13	84769148	84769166	+	0.000	0.000	Merged-chr13-84769190-19
NR5188--MA0089.1.MAFG::NFE2L1	chr2	60370432	60370437	+	0.000	0.000	Merged-chr2-60370406-27
NR6284--MA0495.2.MAFF	chr3	145666597	145666617	+	0.000	0.000	Merged-chr3-145666541-17
NR1611--MA0659.1.MAFG	chr11	83828747	83828767	-	0.000	0.000	Merged-chr11-83828814-21
NR7107--MA0117.2.Mafb	chr5	74132971	74132982	-	0.000	0.000	Merged-chr5-74132835-25
NR5275--MA0089.1.MAFG::NFE2L1	chr2	91835236	91835241	-	0.000	0.000	Merged-chr2-91835374-51
NR5160--MA0089.1.MAFG::NFE2L1	chr2	52891300	52891305	-	0.000	0.000	Merged-chr2-52891472-34
NR5806--MA0591.1.Bach1::Mafk	chr3	16227583	16227597	+	0.000	0.000	Merged-chr3-16227487-10
NR9773--MA0495.2.MAFF	chrX	37141975	37141995	-	0.000	0.000	Merged-chrX-37141960-22
NR9288--MA0501.1.MAF::NFE2	chr9	55410493	55410507	+	0.000	0.000	Merged-chr9-55410514-19
NR1617--MA0591.1.Bach1::Mafk	chr11	85384452	85384466	-	0.000	0.000	Merged-chr11-85384605-20
NR6286--MA0117.2.Mafb	chr3	145666597	145666608	+	0.000	0.000	Merged-chr3-145666541-17
NR4874--MA0591.1.Bach1::Mafk	chr19	33429572	33429586	+	0.000	0.000	Merged-chr19-33429713-40
NR250--MA0501.1.MAF::NFE2	chr1	87637305	87637319	+	0.000	0.000	Merged-chr1-87637275-111
NR7173--MA0495.2.MAFF	chr5	92970577	92970597	+	0.000	0.000	Merged-chr5-92970518-15
NR3690--MA0089.1.MAFG::NFE2L1	chr16	17024650	17024655	-	0.000	0.000	Merged-chr16-17024705-22
NR5299--MA0089.1.MAFG::NFE2L1	chr2	102701607	102701612	-	0.000	0.000	Merged-chr2-102701497-15
NR1964--MA0591.1.Bach1::Mafk	chr12	36241396	36241410	+	0.000	0.000	Merged-chr12-36241330-19
NR5961--MA0591.1.Bach1::Mafk	chr3	84772202	84772216	+	0.000	0.000	Merged-chr3-84772067-31
NR722--MA0496.2.MAFK	chr1	191152566	191152584	+	0.000	0.000	Merged-chr1-191152485-1
NR726--MA0501.1.MAF::NFE2	chr1	191275742	191275756	+	0.000	0.000	Merged-chr1-191275783-38
NR279--MA0496.2.MAFK	chr1	92119342	92119360	+	0.000	0.000	Merged-chr1-92119439-48
NR6298--MA0496.2.MAFK	chr3	146063413	146063431	-	0.000	0.000	Merged-chr3-146063322-20
NR4007--MA0495.2.MAFF	chr16	97442080	97442100	+	0.000	0.000	Merged-chr16-97442198-19
NR4031--MA0117.2.Mafb	chr17	8225456	8225467	+	0.000	0.000	Merged-chr17-8225447-9
NR1315--MA0495.2.MAFF	chr10	130344201	130344221	-	0.000	0.000	Merged-chr10-130344274-29
NR3700--MA0496.2.MAFK	chr16	17695162	17695180	+	0.000	0.000	Merged-chr16-17695007-34
NR3725--MA0659.1.MAFG	chr16	24831175	24831195	-	0.000	0.000	Merged-chr16-24831230-9
NR362--MA0591.1.Bach1::Mafk	chr1	127345063	127345077	+	0.000	0.000	Merged-chr1-127345077-51
NR1496--MA0591.1.Bach1::Mafk	chr11	63873434	63873448	-	0.000	0.000	Merged-chr11-63873500-16
NR2653--MA0117.2.Mafb	chr13	75053923	75053934	+	0.000	0.000	Merged-chr13-75053881-13
NR1965--MA0501.1.MAF::NFE2	chr12	36241399	36241413	+	0.000	0.000	Merged-chr12-36241330-19
NR5871--MA0089.1.MAFG::NFE2L1	chr3	52791171	52791176	-	0.000	0.000	Merged-chr3-52791161-46
NR618--MA0089.1.MAFG::NFE2L1	chr1	178182292	178182297	+	0.000	0.000	Merged-chr1-178182458-49
NR3699--MA0501.1.MAF::NFE2	chr16	17695161	17695175	-	0.000	0.000	Merged-chr16-17695007-34
NR5247--MA0117.2.Mafb	chr2	79698339	79698350	-	0.000	0.000	Merged-chr2-79698404-21
NR6722--MA0501.1.MAF::NFE2	chr4	131046480	131046494	-	0.000	0.000	Merged-chr4-131046528-13
NR6738--MA0089.1.MAFG::NFE2L1	chr4	133185424	133185429	-	0.000	0.000	Merged-chr4-133185402-47
NR8683--MA0089.1.MAFG::NFE2L1	chr7	143625360	143625365	+	0.000	0.000	Merged-chr7-143625204-46
NR3346--MA0089.1.MAFG::NFE2L1	chr15	38120472	38120477	-	0.000	0.000	Merged-chr15-38120488-27
NR5512--MA0501.1.MAF::NFE2	chr2	140101417	140101431	+	0.000	0.000	Merged-chr2-140101246-37
NR6419--MA0501.1.MAF::NFE2	chr4	32424542	32424556	-	0.000	0.000	Merged-chr4-32424580-38
NR3784--MA0659.1.MAFG	chr16	48594651	48594671	-	0.000	0.000	Merged-chr16-48594719-53
NR4623--MA0117.2.Mafb	chr18	67212841	67212852	-	0.000	0.000	Merged-chr18-67212775-57
NR5071--MA0495.2.MAFF	chr2	30112754	30112774	-	0.000	0.000	Merged-chr2-30112786-18
NR9177--MA0117.2.Mafb	chr9	14262856	14262867	+	0.000	0.000	Merged-chr9-14262730-55
NR7161--MA0089.1.MAFG::NFE2L1	chr5	92327483	92327488	-	0.000	0.000	Merged-chr5-92327493-24
NR7680--MA0496.2.MAFK	chr6	67668205	67668223	-	0.000	0.000	Merged-chr6-67668321-12
NR2780--MA0591.1.Bach1::Mafk	chr13	104041183	104041197	+	0.000	0.000	Merged-chr13-104041328-31
NR106--MA0496.2.MAFK	chr1	43207346	43207364	-	0.000	0.000	Merged-chr1-43207362-30
NR4488--MA0089.1.MAFG::NFE2L1	chr18	32598298	32598303	-	0.000	0.000	Merged-chr18-32598271-33
NR8924--MA0591.1.Bach1::Mafk	chr8	91545805	91545819	-	0.000	0.000	Merged-chr8-91545805-43
NR1527--MA0501.1.MAF::NFE2	chr11	71230855	71230869	+	0.000	0.000	Merged-chr11-71230864-28
NR512--MA0089.1.MAFG::NFE2L1	chr1	161734765	161734770	+	0.000	0.000	Merged-chr1-161734917-117
NR8789--MA0495.2.MAFF	chr8	46550338	46550358	-	0.000	0.000	Merged-chr8-46550228-39
NR3503--MA0501.1.MAF::NFE2	chr15	81308188	81308202	-	0.000	0.000	Merged-chr15-81308219-24
NR721--MA0501.1.MAF::NFE2	chr1	191152565	191152579	-	0.000	0.000	Merged-chr1-191152485-1
NR4284--MA0089.1.MAFG::NFE2L1	chr17	66074078	66074083	+	0.000	0.000	Merged-chr17-66074199-45
NR3231--MA0501.1.MAF::NFE2	chr14	122000896	122000910	-	0.000	0.000	Merged-chr14-122000857-51
NR7162--MA0495.2.MAFF	chr5	92348938	92348958	-	0.000	0.000	Merged-chr5-92348973-52
NR9536--MA0117.2.Mafb	chr9	94945738	94945749	+	0.000	0.000	Merged-chr9-94945890-45
NR716--MA0495.2.MAFF	chr1	191152565	191152585	-	0.000	0.000	Merged-chr1-191152485-1
NR2122--MA0089.1.MAFG::NFE2L1	chr12	91009109	91009114	-	0.000	0.000	Merged-chr12-91009085-35
NR6947--MA0089.1.MAFG::NFE2L1	chr5	10246074	10246079	-	0.000	0.000	Merged-chr5-10245943-14
NR3653--MA0591.1.Bach1::Mafk	chr16	10958926	10958940	+	0.000	0.000	Merged-chr16-10959125-1
NR725--MA0089.1.MAFG::NFE2L1	chr1	191259313	191259318	-	0.000	0.000	Merged-chr1-191259374-46
NR4012--MA0501.1.MAF::NFE2	chr16	97442080	97442094	-	0.000	0.000	Merged-chr16-97442198-19
NR6269--MA0496.2.MAFK	chr3	142533311	142533329	-	0.000	0.000	Merged-chr3-142533345-44
NR3932--MA0591.1.Bach1::Mafk	chr16	89974508	89974522	+	0.000	0.000	Merged-chr16-89974505-28
NR1612--MA0496.2.MAFK	chr11	83828748	83828766	+	0.000	0.000	Merged-chr11-83828814-21
NR6469--MA0089.1.MAFG::NFE2L1	chr4	46404281	46404286	+	0.000	0.000	Merged-chr4-46404308-42
NR2493--MA0501.1.MAF::NFE2	chr13	43774292	43774306	-	0.000	0.000	Merged-chr13-43774308-28
NR6287--MA0591.1.Bach1::Mafk	chr3	145666600	145666614	-	0.000	0.000	Merged-chr3-145666541-17
NR7811--MA0496.2.MAFK	chr6	98933200	98933218	-	0.000	0.000	Merged-chr6-98933342-15
NR4873--MA0089.1.MAFG::NFE2L1	chr19	33429564	33429569	-	0.000	0.000	Merged-chr19-33429713-40
NR1550--MA0495.2.MAFF	chr11	74973439	74973459	-	0.000	0.000	Merged-chr11-74973432-13
NR6554--MA0089.1.MAFG::NFE2L1	chr4	89178073	89178078	+	0.000	0.000	Merged-chr4-89178152-23
NR5510--MA0089.1.MAFG::NFE2L1	chr2	140101416	140101421	+	0.000	0.000	Merged-chr2-140101246-37
NR6268--MA0501.1.MAF::NFE2	chr3	142533316	142533330	+	0.000	0.000	Merged-chr3-142533345-44
NR1783--MA0089.1.MAFG::NFE2L1	chr11	113174285	113174290	-	0.000	0.000	Merged-chr11-113174221-33
NR9358--MA0501.1.MAF::NFE2	chr9	69304651	69304665	-	0.000	0.000	Merged-chr9-69304651-50
NR8135--MA0089.1.MAFG::NFE2L1	chr6	145374573	145374578	-	0.000	0.000	Merged-chr6-145374595-4
NR5436--MA0089.1.MAFG::NFE2L1	chr2	125735600	125735605	-	0.000	0.000	Merged-chr2-125735684-57
NR9379--MA0089.1.MAFG::NFE2L1	chr9	70310163	70310168	+	0.000	0.000	Merged-chr9-70310142-32
