#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR856--MA0495.2.MAFF	chr10	58383470	58383490	-	0.000	0.000	Merged-chr10-58383440-43
NR3056--MA0089.1.MAFG::NFE2L1	chr15	38535543	38535548	-	0.000	0.000	Merged-chr15-38535554-39
NR7861--MA0501.1.MAF::NFE2	chr7	49762899	49762913	+	0.000	0.000	Merged-chr7-49762758-15
NR6164--MA0591.1.Bach1::Mafk	chr4	41295743	41295757	+	0.000	0.000	Merged-chr4-41295781-15
NR301--MA0496.2.MAFK	chr1	106187587	106187605	-	0.000	0.000	Merged-chr1-106187715-26
NR2670--MA0117.2.Mafb	chr14	45005876	45005887	+	0.000	0.000	Merged-chr14-45005866-54
NR3093--MA0117.2.Mafb	chr15	53140503	53140514	-	0.000	0.000	Merged-chr15-53140511-27
NR2049--MA0089.1.MAFG::NFE2L1	chr12	110389608	110389613	+	0.000	0.000	Merged-chr12-110389691-32
NR6441--MA0496.2.MAFK	chr4	130706882	130706900	-	0.000	0.000	Merged-chr4-130706849-20
NR6442--MA0089.1.MAFG::NFE2L1	chr4	130774593	130774598	-	0.000	0.000	Merged-chr4-130774769-43
NR7858--MA0496.2.MAFK	chr7	49364741	49364759	-	0.000	0.000	Merged-chr7-49364720-42
NR3736--MA0496.2.MAFK	chr17	5303510	5303528	-	0.000	0.000	Merged-chr17-5303448-46
NR7384--MA0591.1.Bach1::Mafk	chr6	83478974	83478988	-	0.000	0.000	Merged-chr6-83478852-15
NR3754--MA0496.2.MAFK	chr17	7164182	7164200	+	0.000	0.000	Merged-chr17-7164154-31
NR2536--MA0089.1.MAFG::NFE2L1	chr13	110841943	110841948	+	0.000	0.000	Merged-chr13-110842123-42
NR2342--MA0496.2.MAFK	chr13	58213873	58213891	-	0.000	0.000	Merged-chr13-58213937-15
NR4217--MA0089.1.MAFG::NFE2L1	chr18	38701084	38701089	-	0.000	0.000	Merged-chr18-38700911-27
NR3108--MA0659.1.MAFG	chr15	57906811	57906831	-	0.000	0.000	Merged-chr15-57906740-47
NR848--MA0089.1.MAFG::NFE2L1	chr10	54255083	54255088	-	0.000	0.000	Merged-chr10-54255218-57
NR5948--MA0496.2.MAFK	chr3	132791339	132791357	-	0.000	0.000	Merged-chr3-132791387-40
NR6282--MA0591.1.Bach1::Mafk	chr4	89530253	89530267	+	0.000	0.000	Merged-chr4-89530281-33
NR7860--MA0591.1.Bach1::Mafk	chr7	49762896	49762910	+	0.000	0.000	Merged-chr7-49762758-15
NR3477--MA0591.1.Bach1::Mafk	chr16	30722612	30722626	+	0.000	0.000	Merged-chr16-30722513-29
NR1799--MA0501.1.MAF::NFE2	chr12	28834587	28834601	+	0.000	0.000	Merged-chr12-28834463-43
NR4328--MA0089.1.MAFG::NFE2L1	chr18	67301728	67301733	+	0.000	0.000	Merged-chr18-67301646-31
NR2430--MA0089.1.MAFG::NFE2L1	chr13	90101687	90101692	-	0.000	0.000	Merged-chr13-90101603-11
NR6262--MA0591.1.Bach1::Mafk	chr4	87998081	87998095	+	0.000	0.000	Merged-chr4-87998098-18
NR7491--MA0089.1.MAFG::NFE2L1	chr6	108895321	108895326	+	0.000	0.000	Merged-chr6-108895381-27
NR7856--MA0495.2.MAFF	chr7	49364740	49364760	+	0.000	0.000	Merged-chr7-49364720-42
NR8347--MA0591.1.Bach1::Mafk	chr8	70160241	70160255	-	0.000	0.000	Merged-chr8-70160118-32
NR2010--MA0591.1.Bach1::Mafk	chr12	102588575	102588589	+	0.000	0.000	Merged-chr12-102588735-27
NR3071--MA0496.2.MAFK	chr15	41612499	41612517	+	0.000	0.000	Merged-chr15-41612397-47
NR3065--MA0501.1.MAF::NFE2	chr15	41612398	41612412	+	0.000	0.000	Merged-chr15-41612397-47
NR9181--MA0089.1.MAFG::NFE2L1	chrX	166718300	166718305	-	0.000	0.000	Merged-chrX-166718260-20
NR2011--MA0659.1.MAFG	chr12	102588572	102588592	+	0.000	0.000	Merged-chr12-102588735-27
NR7317--MA0117.2.Mafb	chr6	65144859	65144870	-	0.000	0.000	Merged-chr6-65144806-50
NR5946--MA0495.2.MAFF	chr3	132791338	132791358	-	0.000	0.000	Merged-chr3-132791387-40
NR1823--MA0089.1.MAFG::NFE2L1	chr12	38929180	38929185	+	0.000	0.000	Merged-chr12-38929031-63
NR4031--MA0089.1.MAFG::NFE2L1	chr17	70702553	70702558	+	0.000	0.000	Merged-chr17-70702396-15
NR206--MA0496.2.MAFK	chr1	78422794	78422812	-	0.000	0.000	Merged-chr1-78422740-38
NR3748--MA0501.1.MAF::NFE2	chr17	7164068	7164082	-	0.000	0.000	Merged-chr17-7164154-31
NR470--MA0496.2.MAFK	chr1	162773893	162773911	-	0.000	0.000	Merged-chr1-162773825-31
NR1081--MA0591.1.Bach1::Mafk	chr10	111576149	111576163	+	0.000	0.000	Merged-chr10-111576182-36
NR3453--MA0495.2.MAFF	chr16	23262323	23262343	-	0.000	0.000	Merged-chr16-23262371-32
NR919--MA0495.2.MAFF	chr10	72620677	72620697	+	0.000	0.000	Merged-chr10-72620792-31
NR5936--MA0591.1.Bach1::Mafk	chr3	129602617	129602631	+	0.000	0.000	Merged-chr3-129602465-51
NR297--MA0495.2.MAFF	chr1	106187586	106187606	-	0.000	0.000	Merged-chr1-106187715-26
NR3747--MA0591.1.Bach1::Mafk	chr17	7164071	7164085	-	0.000	0.000	Merged-chr17-7164154-31
NR4933--MA0089.1.MAFG::NFE2L1	chr2	65818664	65818669	+	0.000	0.000	Merged-chr2-65818542-58
NR4910--MA0501.1.MAF::NFE2	chr2	58844789	58844803	+	0.000	0.000	Merged-chr2-58844622-35
NR469--MA0501.1.MAF::NFE2	chr1	162773898	162773912	+	0.000	0.000	Merged-chr1-162773825-31
NR7891--MA0501.1.MAF::NFE2	chr7	67353742	67353756	-	0.000	0.000	Merged-chr7-67353683-35
NR3106--MA0591.1.Bach1::Mafk	chr15	57906814	57906828	-	0.000	0.000	Merged-chr15-57906740-47
NR6084--MA0591.1.Bach1::Mafk	chr3	157884231	157884245	-	0.000	0.000	Merged-chr3-157884103-23
NR7425--MA0591.1.Bach1::Mafk	chr6	91489112	91489126	+	0.000	0.000	Merged-chr6-91488939-35
NR298--MA0591.1.Bach1::Mafk	chr1	106187589	106187603	-	0.000	0.000	Merged-chr1-106187715-26
NR8276--MA0591.1.Bach1::Mafk	chr8	34208226	34208240	+	0.000	0.000	Merged-chr8-34208072-51
NR920--MA0591.1.Bach1::Mafk	chr10	72620680	72620694	-	0.000	0.000	Merged-chr10-72620792-31
NR4264--MA0089.1.MAFG::NFE2L1	chr18	57970375	57970380	-	0.000	0.000	Merged-chr18-57970531-36
NR5042--MA0501.1.MAF::NFE2	chr2	93746776	93746790	+	0.000	0.000	Merged-chr2-93746545-75
NR5024--MA0591.1.Bach1::Mafk	chr2	84837937	84837951	-	0.000	0.000	Merged-chr2-84838147-43
NR803--MA0089.1.MAFG::NFE2L1	chr10	42934724	42934729	-	0.000	0.000	Merged-chr10-42934777-29
NR3755--MA0496.2.MAFK	chr17	7164182	7164200	-	0.000	0.000	Merged-chr17-7164154-31
NR1083--MA0089.1.MAFG::NFE2L1	chr10	111924394	111924399	+	0.000	0.000	Merged-chr10-111924366-28
NR3068--MA0089.1.MAFG::NFE2L1	chr15	41612508	41612513	-	0.000	0.000	Merged-chr15-41612397-47
NR6163--MA0117.2.Mafb	chr4	41295680	41295691	-	0.000	0.000	Merged-chr4-41295781-15
NR7383--MA0117.2.Mafb	chr6	83478971	83478982	+	0.000	0.000	Merged-chr6-83478852-15
NR263--MA0591.1.Bach1::Mafk	chr1	94025531	94025545	+	0.000	0.000	Merged-chr1-94025615-17
NR279--MA0117.2.Mafb	chr1	97650306	97650317	-	0.000	0.000	Merged-chr1-97650227-42
NR8908--MA0501.1.MAF::NFE2	chr9	94607596	94607610	-	0.000	0.000	Merged-chr9-94607543-65
NR8270--MA0495.2.MAFF	chr8	34208104	34208124	-	0.000	0.000	Merged-chr8-34208072-51
NR3753--MA0501.1.MAF::NFE2	chr17	7164181	7164195	-	0.000	0.000	Merged-chr17-7164154-31
NR1716--MA0501.1.MAF::NFE2	chr11	121100806	121100820	+	0.000	0.000	Merged-chr11-121100966-23
NR860--MA0501.1.MAF::NFE2	chr10	58383470	58383484	-	0.000	0.000	Merged-chr10-58383440-43
NR5472--MA0501.1.MAF::NFE2	chr2	168525598	168525612	-	0.000	0.000	Merged-chr2-168525389-54
NR7890--MA0591.1.Bach1::Mafk	chr7	67353745	67353759	-	0.000	0.000	Merged-chr7-67353683-35
NR7496--MA0089.1.MAFG::NFE2L1	chr6	114445149	114445154	-	0.000	0.000	Merged-chr6-114445139-32
NR7857--MA0495.2.MAFF	chr7	49364740	49364760	-	0.000	0.000	Merged-chr7-49364720-42
NR6436--MA0495.2.MAFF	chr4	130706881	130706901	+	0.000	0.000	Merged-chr4-130706849-20
NR1252--MA0591.1.Bach1::Mafk	chr11	32020160	32020174	+	0.000	0.000	Merged-chr11-32020422-50
NR6440--MA0496.2.MAFK	chr4	130706882	130706900	+	0.000	0.000	Merged-chr4-130706849-20
NR3478--MA0501.1.MAF::NFE2	chr16	30722615	30722629	+	0.000	0.000	Merged-chr16-30722513-29
NR3072--MA0496.2.MAFK	chr15	41612499	41612517	-	0.000	0.000	Merged-chr15-41612397-47
NR3677--MA0089.1.MAFG::NFE2L1	chr16	91413521	91413526	+	0.000	0.000	Merged-chr16-91413429-37
NR7889--MA0495.2.MAFF	chr7	67353742	67353762	+	0.000	0.000	Merged-chr7-67353683-35
NR3749--MA0495.2.MAFF	chr17	7164181	7164201	+	0.000	0.000	Merged-chr17-7164154-31
NR6865--MA0089.1.MAFG::NFE2L1	chr5	105798540	105798545	-	0.000	0.000	Merged-chr5-105798670-49
NR2337--MA0495.2.MAFF	chr13	58213872	58213892	+	0.000	0.000	Merged-chr13-58213937-15
NR4928--MA0496.2.MAFK	chr2	61494476	61494494	-	0.000	0.000	Merged-chr2-61494309-57
NR2012--MA0659.1.MAFG	chr12	102588572	102588592	-	0.000	0.000	Merged-chr12-102588735-27
NR2339--MA0117.2.Mafb	chr13	58213872	58213883	+	0.000	0.000	Merged-chr13-58213937-15
NR789--MA0501.1.MAF::NFE2	chr10	39765057	39765071	+	0.000	0.000	Merged-chr10-39764888-24
NR4503--MA0496.2.MAFK	chr19	18766586	18766604	+	0.000	0.000	Merged-chr19-18766611-24
NR8295--MA0591.1.Bach1::Mafk	chr8	46197083	46197097	-	0.000	0.000	Merged-chr8-46197044-15
NR3063--MA0591.1.Bach1::Mafk	chr15	41447452	41447466	-	0.000	0.000	Merged-chr15-41447450-62
NR5873--MA0659.1.MAFG	chr3	115642813	115642833	+	0.000	0.000	Merged-chr3-115642696-110
NR3107--MA0659.1.MAFG	chr15	57906811	57906831	+	0.000	0.000	Merged-chr15-57906740-47
NR5846--MA0117.2.Mafb	chr3	108124267	108124278	-	0.000	0.000	Merged-chr3-108124378-33
NR8759--MA0089.1.MAFG::NFE2L1	chr9	56128467	56128472	+	0.000	0.000	Merged-chr9-56128365-14
NR7711--MA0495.2.MAFF	chr6	145993221	145993241	+	0.000	0.000	Merged-chr6-145993129-56
NR2537--MA0591.1.Bach1::Mafk	chr13	110842120	110842134	+	0.000	0.000	Merged-chr13-110842123-42
NR563--MA0089.1.MAFG::NFE2L1	chr1	177676835	177676840	+	0.000	0.000	Merged-chr1-177676690-44
NR1542--MA0591.1.Bach1::Mafk	chr11	90512649	90512663	-	0.000	0.000	Merged-chr11-90512841-45
NR3066--MA0495.2.MAFF	chr15	41612498	41612518	+	0.000	0.000	Merged-chr15-41612397-47
NR7505--MA0501.1.MAF::NFE2	chr6	114901584	114901598	+	0.000	0.000	Merged-chr6-114901641-18
NR8273--MA0496.2.MAFK	chr8	34208105	34208123	+	0.000	0.000	Merged-chr8-34208072-51
NR3109--MA0501.1.MAF::NFE2	chr15	57906811	57906825	-	0.000	0.000	Merged-chr15-57906740-47
NR5952--MA0089.1.MAFG::NFE2L1	chr3	133563756	133563761	-	0.000	0.000	Merged-chr3-133563771-42
NR2051--MA0591.1.Bach1::Mafk	chr12	110389698	110389712	-	0.000	0.000	Merged-chr12-110389691-32
NR106--MA0089.1.MAFG::NFE2L1	chr1	51525760	51525765	+	0.000	0.000	Merged-chr1-51525848-22
NR6752--MA0501.1.MAF::NFE2	chr5	73344343	73344357	-	0.000	0.000	Merged-chr5-73344482-20
NR3452--MA0495.2.MAFF	chr16	23262323	23262343	+	0.000	0.000	Merged-chr16-23262371-32
NR2901--MA0117.2.Mafb	chr14	103017209	103017220	-	0.000	0.000	Merged-chr14-103017290-44
NR6271--MA0117.2.Mafb	chr4	88998479	88998490	+	0.000	0.000	Merged-chr4-88998396-38
NR1254--MA0496.2.MAFK	chr11	32020158	32020176	+	0.000	0.000	Merged-chr11-32020422-50
NR4909--MA0591.1.Bach1::Mafk	chr2	58844786	58844800	+	0.000	0.000	Merged-chr2-58844622-35
NR465--MA0496.2.MAFK	chr1	162773783	162773801	+	0.000	0.000	Merged-chr1-162773825-31
NR908--MA0089.1.MAFG::NFE2L1	chr10	67698098	67698103	-	0.000	0.000	Merged-chr10-67697981-39
NR6438--MA0591.1.Bach1::Mafk	chr4	130706884	130706898	-	0.000	0.000	Merged-chr4-130706849-20
NR6537--MA0089.1.MAFG::NFE2L1	chr4	149854401	149854406	+	0.000	0.000	Merged-chr4-149854542-67
NR296--MA0495.2.MAFF	chr1	106187586	106187606	+	0.000	0.000	Merged-chr1-106187715-26
NR21--MA0117.2.Mafb	chr1	13752722	13752733	-	0.000	0.000	Merged-chr1-13752649-29
NR3057--MA0591.1.Bach1::Mafk	chr15	38535536	38535550	-	0.000	0.000	Merged-chr15-38535554-39
NR858--MA0659.1.MAFG	chr10	58383470	58383490	+	0.000	0.000	Merged-chr10-58383440-43
NR1474--MA0501.1.MAF::NFE2	chr11	80505177	80505191	+	0.000	0.000	Merged-chr11-80505144-23
NR5567--MA0501.1.MAF::NFE2	chr3	9500065	9500079	-	0.000	0.000	Merged-chr3-9499976-58
NR6283--MA0501.1.MAF::NFE2	chr4	89530256	89530270	+	0.000	0.000	Merged-chr4-89530281-33
NR5804--MA0089.1.MAFG::NFE2L1	chr3	97055103	97055108	-	0.000	0.000	Merged-chr3-97055000-19
NR6437--MA0495.2.MAFF	chr4	130706881	130706901	-	0.000	0.000	Merged-chr4-130706849-20
NR468--MA0591.1.Bach1::Mafk	chr1	162773895	162773909	+	0.000	0.000	Merged-chr1-162773825-31
NR2338--MA0495.2.MAFF	chr13	58213872	58213892	-	0.000	0.000	Merged-chr13-58213937-15
NR1543--MA0501.1.MAF::NFE2	chr11	90512646	90512660	-	0.000	0.000	Merged-chr11-90512841-45
NR2007--MA0495.2.MAFF	chr12	102588572	102588592	+	0.000	0.000	Merged-chr12-102588735-27
NR8625--MA0089.1.MAFG::NFE2L1	chr9	14926806	14926811	-	0.000	0.000	Merged-chr9-14926732-51
NR857--MA0591.1.Bach1::Mafk	chr10	58383473	58383487	-	0.000	0.000	Merged-chr10-58383440-43
NR5874--MA0659.1.MAFG	chr3	115642813	115642833	-	0.000	0.000	Merged-chr3-115642696-110
NR3454--MA0591.1.Bach1::Mafk	chr16	23262326	23262340	-	0.000	0.000	Merged-chr16-23262371-32
NR2009--MA0117.2.Mafb	chr12	102588581	102588592	-	0.000	0.000	Merged-chr12-102588735-27
NR3110--MA0496.2.MAFK	chr15	57906812	57906830	+	0.000	0.000	Merged-chr15-57906740-47
NR3455--MA0496.2.MAFK	chr16	23262324	23262342	+	0.000	0.000	Merged-chr16-23262371-32
NR8271--MA0659.1.MAFG	chr8	34208104	34208124	+	0.000	0.000	Merged-chr8-34208072-51
NR4293--MA0501.1.MAF::NFE2	chr18	62494917	62494931	-	0.000	0.000	Merged-chr18-62494919-16
NR1253--MA0501.1.MAF::NFE2	chr11	32020163	32020177	+	0.000	0.000	Merged-chr11-32020422-50
NR7012--MA0089.1.MAFG::NFE2L1	chr5	124907153	124907158	-	0.000	0.000	Merged-chr5-124907107-45
NR7964--MA0501.1.MAF::NFE2	chr7	90039722	90039736	+	0.000	0.000	Merged-chr7-90039651-42
NR7712--MA0496.2.MAFK	chr6	145993222	145993240	+	0.000	0.000	Merged-chr6-145993129-56
NR3067--MA0495.2.MAFF	chr15	41612498	41612518	-	0.000	0.000	Merged-chr15-41612397-47
NR4927--MA0495.2.MAFF	chr2	61494475	61494495	-	0.000	0.000	Merged-chr2-61494309-57
NR264--MA0591.1.Bach1::Mafk	chr1	94025531	94025545	-	0.000	0.000	Merged-chr1-94025615-17
NR8274--MA0496.2.MAFK	chr8	34208105	34208123	-	0.000	0.000	Merged-chr8-34208072-51
NR1250--MA0495.2.MAFF	chr11	32020157	32020177	+	0.000	0.000	Merged-chr11-32020422-50
NR4502--MA0495.2.MAFF	chr19	18766585	18766605	+	0.000	0.000	Merged-chr19-18766611-24
NR7892--MA0496.2.MAFK	chr7	67353743	67353761	+	0.000	0.000	Merged-chr7-67353683-35
NR8150--MA0089.1.MAFG::NFE2L1	chr7	130893287	130893292	+	0.000	0.000	Merged-chr7-130893114-41
NR7590--MA0117.2.Mafb	chr6	129229357	129229368	+	0.000	0.000	Merged-chr6-129229275-48
NR3104--MA0495.2.MAFF	chr15	57906811	57906831	+	0.000	0.000	Merged-chr15-57906740-47
NR1255--MA0496.2.MAFK	chr11	32020158	32020176	-	0.000	0.000	Merged-chr11-32020422-50
NR466--MA0496.2.MAFK	chr1	162773783	162773801	-	0.000	0.000	Merged-chr1-162773825-31
NR6832--MA0117.2.Mafb	chr5	100929909	100929920	-	0.000	0.000	Merged-chr5-100929891-31
NR2014--MA0496.2.MAFK	chr12	102588573	102588591	+	0.000	0.000	Merged-chr12-102588735-27
NR3061--MA0591.1.Bach1::Mafk	chr15	38710299	38710313	+	0.000	0.000	Merged-chr15-38710125-56
NR5951--MA0089.1.MAFG::NFE2L1	chr3	133563707	133563712	-	0.000	0.000	Merged-chr3-133563771-42
NR7380--MA0591.1.Bach1::Mafk	chr6	83413090	83413104	-	0.000	0.000	Merged-chr6-83413092-38
NR3426--MA0089.1.MAFG::NFE2L1	chr16	22526618	22526623	+	0.000	0.000	Merged-chr16-22526487-34
NR1755--MA0117.2.Mafb	chr12	16304906	16304917	+	0.000	0.000	Merged-chr12-16304947-30
NR4542--MA0501.1.MAF::NFE2	chr19	34505418	34505432	-	0.000	0.000	Merged-chr19-34505331-35
NR859--MA0659.1.MAFG	chr10	58383470	58383490	-	0.000	0.000	Merged-chr10-58383440-43
NR6165--MA0501.1.MAF::NFE2	chr4	41295746	41295760	+	0.000	0.000	Merged-chr4-41295781-15
NR3064--MA0591.1.Bach1::Mafk	chr15	41612395	41612409	+	0.000	0.000	Merged-chr15-41612397-47
NR861--MA0496.2.MAFK	chr10	58383471	58383489	+	0.000	0.000	Merged-chr10-58383440-43
NR7314--MA0501.1.MAF::NFE2	chr6	61298641	61298655	+	0.000	0.000	Merged-chr6-61298800-14
NR3750--MA0495.2.MAFF	chr17	7164181	7164201	-	0.000	0.000	Merged-chr17-7164154-31
NR299--MA0501.1.MAF::NFE2	chr1	106187586	106187600	-	0.000	0.000	Merged-chr1-106187715-26
NR3752--MA0591.1.Bach1::Mafk	chr17	7164184	7164198	-	0.000	0.000	Merged-chr17-7164154-31
NR2340--MA0659.1.MAFG	chr13	58213872	58213892	+	0.000	0.000	Merged-chr13-58213937-15
NR6536--MA0089.1.MAFG::NFE2L1	chr4	149854336	149854341	-	0.000	0.000	Merged-chr4-149854542-67
NR5316--MA0089.1.MAFG::NFE2L1	chr2	146517123	146517128	+	0.000	0.000	Merged-chr2-146517219-24
NR2008--MA0495.2.MAFF	chr12	102588572	102588592	-	0.000	0.000	Merged-chr12-102588735-27
NR7385--MA0501.1.MAF::NFE2	chr6	83478971	83478985	-	0.000	0.000	Merged-chr6-83478852-15
NR8277--MA0501.1.MAF::NFE2	chr8	34208229	34208243	+	0.000	0.000	Merged-chr8-34208072-51
NR3070--MA0501.1.MAF::NFE2	chr15	41612498	41612512	-	0.000	0.000	Merged-chr15-41612397-47
NR2050--MA0117.2.Mafb	chr12	110389695	110389706	+	0.000	0.000	Merged-chr12-110389691-32
NR1874--MA0089.1.MAFG::NFE2L1	chr12	69501882	69501887	+	0.000	0.000	Merged-chr12-69501974-43
NR3111--MA0496.2.MAFK	chr15	57906812	57906830	-	0.000	0.000	Merged-chr15-57906740-47
NR5023--MA0089.1.MAFG::NFE2L1	chr2	84582471	84582476	+	0.000	0.000	Merged-chr2-84582461-28
NR3456--MA0496.2.MAFK	chr16	23262324	23262342	-	0.000	0.000	Merged-chr16-23262371-32
NR6166--MA0496.2.MAFK	chr4	41295741	41295759	+	0.000	0.000	Merged-chr4-41295781-15
NR8272--MA0659.1.MAFG	chr8	34208104	34208124	-	0.000	0.000	Merged-chr8-34208072-51
NR1856--MA0117.2.Mafb	chr12	53032990	53033001	+	0.000	0.000	Merged-chr12-53032976-31
NR5566--MA0591.1.Bach1::Mafk	chr3	9500068	9500082	-	0.000	0.000	Merged-chr3-9499976-58
NR855--MA0495.2.MAFF	chr10	58383470	58383490	+	0.000	0.000	Merged-chr10-58383440-43
NR4292--MA0591.1.Bach1::Mafk	chr18	62494920	62494934	-	0.000	0.000	Merged-chr18-62494919-16
NR3611--MA0117.2.Mafb	chr16	76202324	76202335	-	0.000	0.000	Merged-chr16-76202306-30
NR8296--MA0501.1.MAF::NFE2	chr8	46197080	46197094	-	0.000	0.000	Merged-chr8-46197044-15
NR300--MA0496.2.MAFK	chr1	106187587	106187605	+	0.000	0.000	Merged-chr1-106187715-26
NR3956--MA0117.2.Mafb	chr17	48002087	48002098	+	0.000	0.000	Merged-chr17-48002103-40
NR5549--MA0089.1.MAFG::NFE2L1	chr3	8718376	8718381	-	0.000	0.000	Merged-chr3-8718167-60
NR3058--MA0501.1.MAF::NFE2	chr15	38535533	38535547	-	0.000	0.000	Merged-chr15-38535554-39
