#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR1473--MA0496.2.MAFK	chr11	11497908	11497926	+	0.000	0.000	Merged-chr11-11498094-24
NR367--MA0495.2.MAFF	chr1	106187586	106187606	-	0.000	0.000	Merged-chr1-106187715-26
NR8821--MA0501.1.MAF::NFE2	chr7	67390931	67390945	+	0.000	0.000	Merged-chr7-67390968-9
NR5749--MA0495.2.MAFF	chr2	118540999	118541019	+	0.000	0.000	Merged-chr2-118541093-2
NR3569--MA0496.2.MAFK	chr14	120572436	120572454	-	0.000	0.000	Merged-chr14-120572441-59
NR8712--MA0659.1.MAFG	chr7	28794628	28794648	+	0.000	0.000	Merged-chr7-28794657-13
NR3267--MA0117.2.Mafb	chr14	30196577	30196588	-	0.000	0.000	Merged-chr14-30196432-21
NR205--MA0117.2.Mafb	chr1	69831153	69831164	+	0.000	0.000	Merged-chr1-69831096-32
NR1252--MA0495.2.MAFF	chr10	95923490	95923510	-	0.000	0.000	Merged-chr10-95923402-19
NR8715--MA0496.2.MAFK	chr7	28794629	28794647	-	0.000	0.000	Merged-chr7-28794657-13
NR6491--MA0591.1.Bach1::Mafk	chr3	108504085	108504099	-	0.000	0.000	Merged-chr3-108504114-26
NR4396--MA0496.2.MAFK	chr17	12759435	12759453	-	0.000	0.000	Merged-chr17-12759489-26
NR7686--MA0089.1.MAFG::NFE2L1	chr5	105541195	105541200	+	0.000	0.000	Merged-chr5-105541026-23
NR3567--MA0089.1.MAFG::NFE2L1	chr14	120572338	120572343	-	0.000	0.000	Merged-chr14-120572441-59
NR1147--MA0117.2.Mafb	chr10	81194169	81194180	+	0.000	0.000	Merged-chr10-81194350-49
NR1929--MA0495.2.MAFF	chr11	109744078	109744098	+	0.000	0.000	Merged-chr11-109744155-21
NR4672--MA0117.2.Mafb	chr17	84308537	84308548	+	0.000	0.000	Merged-chr17-84308630-3
NR5217--MA0591.1.Bach1::Mafk	chr19	37110697	37110711	+	0.000	0.000	Merged-chr19-37110576-17
NR2135--MA0591.1.Bach1::Mafk	chr12	25155590	25155604	-	0.000	0.000	Merged-chr12-25155613-40
NR8345--MA0089.1.MAFG::NFE2L1	chr6	119201811	119201816	-	0.000	0.000	Merged-chr6-119201806-8
NR2762--MA0659.1.MAFG	chr13	37290886	37290906	-	0.000	0.000	Merged-chr13-37290832-15
NR7691--MA0089.1.MAFG::NFE2L1	chr5	107303737	107303742	-	0.000	0.000	Merged-chr5-107303598-32
NR5180--MA0591.1.Bach1::Mafk	chr19	25058036	25058050	-	0.000	0.000	Merged-chr19-25057993-14
NR2763--MA0501.1.MAF::NFE2	chr13	37290892	37290906	+	0.000	0.000	Merged-chr13-37290832-15
NR7891--MA0089.1.MAFG::NFE2L1	chr5	143561770	143561775	-	0.000	0.000	Merged-chr5-143561800-6
NR4222--MA0089.1.MAFG::NFE2L1	chr16	75855710	75855715	+	0.000	0.000	Merged-chr16-75855662-51
NR6018--MA0089.1.MAFG::NFE2L1	chr2	166399330	166399335	+	0.000	0.000	Merged-chr2-166399399-25
NR5182--MA0659.1.MAFG	chr19	25058033	25058053	-	0.000	0.000	Merged-chr19-25057993-14
NR10198--MA0089.1.MAFG::NFE2L1	chr9	105499634	105499639	+	0.000	0.000	Merged-chr9-105499679-15
NR7234--MA0089.1.MAFG::NFE2L1	chr4	145284519	145284524	+	0.000	0.000	Merged-chr4-145284668-43
NR1474--MA0496.2.MAFK	chr11	11497908	11497926	-	0.000	0.000	Merged-chr11-11498094-24
NR8176--MA0089.1.MAFG::NFE2L1	chr6	86148813	86148818	+	0.000	0.000	Merged-chr6-86148822-10
NR5400--MA0501.1.MAF::NFE2	chr2	23041606	23041620	+	0.000	0.000	Merged-chr2-23041695-10
NR1253--MA0591.1.Bach1::Mafk	chr10	95923493	95923507	-	0.000	0.000	Merged-chr10-95923402-19
NR6515--MA0659.1.MAFG	chr3	116474786	116474806	+	0.000	0.000	Merged-chr3-116474712-27
NR9207--MA0117.2.Mafb	chr7	135581187	135581198	-	0.000	0.000	Merged-chr7-135581080-39
NR8311--MA0501.1.MAF::NFE2	chr6	114939965	114939979	+	0.000	0.000	Merged-chr6-114939834-7
NR8713--MA0659.1.MAFG	chr7	28794628	28794648	-	0.000	0.000	Merged-chr7-28794657-13
NR9642--MA0591.1.Bach1::Mafk	chr8	121570510	121570524	-	0.000	0.000	Merged-chr8-121570466-14
NR370--MA0496.2.MAFK	chr1	106187587	106187605	+	0.000	0.000	Merged-chr1-106187715-26
NR9690--MA0591.1.Bach1::Mafk	chr8	126539881	126539895	-	0.000	0.000	Merged-chr8-126539798-23
NR5183--MA0496.2.MAFK	chr19	25058034	25058052	+	0.000	0.000	Merged-chr19-25057993-14
NR10174--MA0501.1.MAF::NFE2	chr9	103134575	103134589	+	0.000	0.000	Merged-chr9-103134672-43
NR8539--MA0089.1.MAFG::NFE2L1	chr6	140767095	140767100	+	0.000	0.000	Merged-chr6-140766985-92
NR3653--MA0089.1.MAFG::NFE2L1	chr15	31117598	31117603	-	0.000	0.000	Merged-chr15-31117559-26
NR1470--MA0495.2.MAFF	chr11	11497907	11497927	-	0.000	0.000	Merged-chr11-11498094-24
NR1472--MA0501.1.MAF::NFE2	chr11	11497907	11497921	-	0.000	0.000	Merged-chr11-11498094-24
NR2848--MA0089.1.MAFG::NFE2L1	chr13	53390509	53390514	-	0.000	0.000	Merged-chr13-53390437-27
NR7779--MA0659.1.MAFG	chr5	118620626	118620646	+	0.000	0.000	Merged-chr5-118620530-42
NR8822--MA0089.1.MAFG::NFE2L1	chr7	67421999	67422004	-	0.000	0.000	Merged-chr7-67421949-40
NR1339--MA0089.1.MAFG::NFE2L1	chr10	118166252	118166257	+	0.000	0.000	Merged-chr10-118166257-15
NR5177--MA0495.2.MAFF	chr19	25058033	25058053	+	0.000	0.000	Merged-chr19-25057993-14
NR5269--MA0089.1.MAFG::NFE2L1	chr19	46467150	46467155	+	0.000	0.000	Merged-chr19-46467273-39
NR5750--MA0495.2.MAFF	chr2	118540999	118541019	-	0.000	0.000	Merged-chr2-118541093-2
NR3976--MA0501.1.MAF::NFE2	chr15	100461863	100461877	-	0.000	0.000	Merged-chr15-100461811-2
NR5179--MA0117.2.Mafb	chr19	25058042	25058053	-	0.000	0.000	Merged-chr19-25057993-14
NR1932--MA0496.2.MAFK	chr11	109744079	109744097	+	0.000	0.000	Merged-chr11-109744155-21
NR4249--MA0089.1.MAFG::NFE2L1	chr16	84800308	84800313	+	0.000	0.000	Merged-chr16-84800124-30
NR9384--MA0089.1.MAFG::NFE2L1	chr8	69022803	69022808	-	0.000	0.000	Merged-chr8-69022851-2
NR5751--MA0591.1.Bach1::Mafk	chr2	118541002	118541016	+	0.000	0.000	Merged-chr2-118541093-2
NR5176--MA0089.1.MAFG::NFE2L1	chr19	25057961	25057966	-	0.000	0.000	Merged-chr19-25057993-14
NR8451--MA0089.1.MAFG::NFE2L1	chr6	129552655	129552660	-	0.000	0.000	Merged-chr6-129552660-25
NR5113--MA0117.2.Mafb	chr19	9116449	9116460	+	0.000	0.000	Merged-chr19-9116540-6
NR7078--MA0501.1.MAF::NFE2	chr4	119921452	119921466	-	0.000	0.000	Merged-chr4-119921315-32
NR2764--MA0496.2.MAFK	chr13	37290887	37290905	+	0.000	0.000	Merged-chr13-37290832-15
NR6490--MA0089.1.MAFG::NFE2L1	chr3	108504044	108504049	+	0.000	0.000	Merged-chr3-108504114-26
NR1469--MA0495.2.MAFF	chr11	11497907	11497927	+	0.000	0.000	Merged-chr11-11498094-24
NR1310--MA0591.1.Bach1::Mafk	chr10	111562752	111562766	-	0.000	0.000	Merged-chr10-111562842-26
NR7659--MA0089.1.MAFG::NFE2L1	chr5	100466750	100466755	-	0.000	0.000	Merged-chr5-100466890-43
NR1655--MA0089.1.MAFG::NFE2L1	chr11	62466776	62466781	+	0.000	0.000	Merged-chr11-62466803-41
NR8042--MA0501.1.MAF::NFE2	chr6	42343763	42343777	+	0.000	0.000	Merged-chr6-42343728-43
NR7798--MA0501.1.MAF::NFE2	chr5	124084432	124084446	-	0.000	0.000	Merged-chr5-124084583-83
NR7079--MA0089.1.MAFG::NFE2L1	chr4	119947741	119947746	-	0.000	0.000	Merged-chr4-119947761-47
NR2591--MA0501.1.MAF::NFE2	chr12	116269699	116269713	-	0.000	0.000	Merged-chr12-116269685-29
NR371--MA0496.2.MAFK	chr1	106187587	106187605	-	0.000	0.000	Merged-chr1-106187715-26
NR1768--MA0089.1.MAFG::NFE2L1	chr11	83662481	83662486	+	0.000	0.000	Merged-chr11-83662452-14
NR202--MA0089.1.MAFG::NFE2L1	chr1	69548609	69548614	+	0.000	0.000	Merged-chr1-69548718-45
NR5184--MA0496.2.MAFK	chr19	25058034	25058052	-	0.000	0.000	Merged-chr19-25057993-14
NR8509--MA0089.1.MAFG::NFE2L1	chr6	136547245	136547250	+	0.000	0.000	Merged-chr6-136547260-16
NR4993--MA0501.1.MAF::NFE2	chr18	74213965	74213979	-	0.000	0.000	Merged-chr18-74213885-15
NR2101--MA0089.1.MAFG::NFE2L1	chr12	8844996	8845001	+	0.000	0.000	Merged-chr12-8844937-14
NR5753--MA0496.2.MAFK	chr2	118541000	118541018	+	0.000	0.000	Merged-chr2-118541093-2
NR8143--MA0117.2.Mafb	chr6	70714417	70714428	-	0.000	0.000	Merged-chr6-70714490-34
NR8710--MA0495.2.MAFF	chr7	28794628	28794648	+	0.000	0.000	Merged-chr7-28794657-13
NR9691--MA0501.1.MAF::NFE2	chr8	126539878	126539892	-	0.000	0.000	Merged-chr8-126539798-23
NR1471--MA0591.1.Bach1::Mafk	chr11	11497910	11497924	+	0.000	0.000	Merged-chr11-11498094-24
NR2758--MA0495.2.MAFF	chr13	37290886	37290906	+	0.000	0.000	Merged-chr13-37290832-15
NR1875--MA0089.1.MAFG::NFE2L1	chr11	103808856	103808861	+	0.000	0.000	Merged-chr11-103808730-15
NR6659--MA0089.1.MAFG::NFE2L1	chr3	146173292	146173297	+	0.000	0.000	Merged-chr3-146173193-9
NR8529--MA0089.1.MAFG::NFE2L1	chr6	140466497	140466502	-	0.000	0.000	Merged-chr6-140466408-37
NR8530--MA0591.1.Bach1::Mafk	chr6	140466511	140466525	+	0.000	0.000	Merged-chr6-140466408-37
NR900--MA0089.1.MAFG::NFE2L1	chr10	8415554	8415559	-	0.000	0.000	Merged-chr10-8415419-33
NR2223--MA0089.1.MAFG::NFE2L1	chr12	70995435	70995440	+	0.000	0.000	Merged-chr12-70995410-19
NR1254--MA0659.1.MAFG	chr10	95923490	95923510	+	0.000	0.000	Merged-chr10-95923402-19
NR7660--MA0089.1.MAFG::NFE2L1	chr5	100466778	100466783	+	0.000	0.000	Merged-chr5-100466890-43
NR5114--MA0501.1.MAF::NFE2	chr19	9116429	9116443	+	0.000	0.000	Merged-chr19-9116540-6
NR208--MA0496.2.MAFK	chr1	69831154	69831172	-	0.000	0.000	Merged-chr1-69831096-32
NR5178--MA0495.2.MAFF	chr19	25058033	25058053	-	0.000	0.000	Merged-chr19-25057993-14
NR7451--MA0501.1.MAF::NFE2	chr5	31576819	31576833	+	0.000	0.000	Merged-chr5-31576784-60
NR2043--MA0089.1.MAFG::NFE2L1	chr11	119352198	119352203	-	0.000	0.000	Merged-chr11-119352427-33
NR1257--MA0496.2.MAFK	chr10	95923491	95923509	+	0.000	0.000	Merged-chr10-95923402-19
NR4547--MA0117.2.Mafb	chr17	50070336	50070347	+	0.000	0.000	Merged-chr17-50070273-24
NR1930--MA0591.1.Bach1::Mafk	chr11	109744081	109744095	-	0.000	0.000	Merged-chr11-109744155-21
NR5546--MA0089.1.MAFG::NFE2L1	chr2	69003121	69003126	+	0.000	0.000	Merged-chr2-69003152-17
NR5948--MA0591.1.Bach1::Mafk	chr2	153780658	153780672	-	0.000	0.000	Merged-chr2-153780762-18
NR1110--MA0089.1.MAFG::NFE2L1	chr10	75146211	75146216	-	0.000	0.000	Merged-chr10-75146347-53
NR1221--MA0089.1.MAFG::NFE2L1	chr10	93343646	93343651	+	0.000	0.000	Merged-chr10-93343616-39
NR2765--MA0496.2.MAFK	chr13	37290887	37290905	-	0.000	0.000	Merged-chr13-37290832-15
NR9665--MA0501.1.MAF::NFE2	chr8	124046011	124046025	-	0.000	0.000	Merged-chr8-124045987-6
NR7523--MA0089.1.MAFG::NFE2L1	chr5	67437667	67437672	+	0.000	0.000	Merged-chr5-67437495-24
NR5950--MA0496.2.MAFK	chr2	153780656	153780674	+	0.000	0.000	Merged-chr2-153780762-18
NR3806--MA0089.1.MAFG::NFE2L1	chr15	66806496	66806501	+	0.000	0.000	Merged-chr15-66806580-18
NR1811--MA0591.1.Bach1::Mafk	chr11	89024375	89024389	-	0.000	0.000	Merged-chr11-89024298-29
NR6492--MA0501.1.MAF::NFE2	chr3	108504082	108504096	-	0.000	0.000	Merged-chr3-108504114-26
NR2032--MA0496.2.MAFK	chr11	118035245	118035263	+	0.000	0.000	Merged-chr11-118035350-21
NR1931--MA0501.1.MAF::NFE2	chr11	109744078	109744092	-	0.000	0.000	Merged-chr11-109744155-21
NR5752--MA0501.1.MAF::NFE2	chr2	118540999	118541013	-	0.000	0.000	Merged-chr2-118541093-2
NR5754--MA0496.2.MAFK	chr2	118541000	118541018	-	0.000	0.000	Merged-chr2-118541093-2
NR8711--MA0495.2.MAFF	chr7	28794628	28794648	-	0.000	0.000	Merged-chr7-28794657-13
NR7780--MA0659.1.MAFG	chr5	118620626	118620646	-	0.000	0.000	Merged-chr5-118620530-42
NR2759--MA0495.2.MAFF	chr13	37290886	37290906	-	0.000	0.000	Merged-chr13-37290832-15
NR206--MA0659.1.MAFG	chr1	69831153	69831173	+	0.000	0.000	Merged-chr1-69831096-32
NR9626--MA0089.1.MAFG::NFE2L1	chr8	120716594	120716599	+	0.000	0.000	Merged-chr8-120716591-36
NR1255--MA0659.1.MAFG	chr10	95923490	95923510	-	0.000	0.000	Merged-chr10-95923402-19
NR1904--MA0501.1.MAF::NFE2	chr11	106493408	106493422	-	0.000	0.000	Merged-chr11-106493297-20
NR366--MA0495.2.MAFF	chr1	106187586	106187606	+	0.000	0.000	Merged-chr1-106187715-26
NR7576--MA0089.1.MAFG::NFE2L1	chr5	86079040	86079045	+	0.000	0.000	Merged-chr5-86079042-21
NR8571--MA0117.2.Mafb	chr6	143176979	143176990	-	0.000	0.000	Merged-chr6-143176847-16
NR368--MA0591.1.Bach1::Mafk	chr1	106187589	106187603	-	0.000	0.000	Merged-chr1-106187715-26
NR9--MA0501.1.MAF::NFE2	chr1	13600213	13600227	+	0.000	0.000	Merged-chr1-13600021-13
NR8969--MA0501.1.MAF::NFE2	chr7	99794263	99794277	-	0.000	0.000	Merged-chr7-99794311-17
NR2760--MA0591.1.Bach1::Mafk	chr13	37290889	37290903	+	0.000	0.000	Merged-chr13-37290832-15
NR1258--MA0496.2.MAFK	chr10	95923491	95923509	-	0.000	0.000	Merged-chr10-95923402-19
NR9589--MA0501.1.MAF::NFE2	chr8	115408605	115408619	-	0.000	0.000	Merged-chr8-115408581-14
NR4221--MA0117.2.Mafb	chr16	75855587	75855598	-	0.000	0.000	Merged-chr16-75855662-51
NR9219--MA0117.2.Mafb	chr7	136164823	136164834	-	0.000	0.000	Merged-chr7-136164647-23
NR9568--MA0089.1.MAFG::NFE2L1	chr8	111720303	111720308	-	0.000	0.000	Merged-chr8-111720342-23
NR203--MA0591.1.Bach1::Mafk	chr1	69548600	69548614	-	0.000	0.000	Merged-chr1-69548718-45
NR8133--MA0089.1.MAFG::NFE2L1	chr6	70709430	70709435	+	0.000	0.000	Merged-chr6-70709572-48
NR7970--MA0501.1.MAF::NFE2	chr6	8648828	8648842	+	0.000	0.000	Merged-chr6-8648625-101
