#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR24679--MA0493.1.Klf1	chr17	83846387	83846397	+	0.000	0.000	Merged-chr17-83846499-25
NR17489--MA0740.1.KLF14	chr14	78687923	78687936	+	0.000	0.000	Merged-chr14-78687892-42
NR39908--MA0493.1.Klf1	chr4	152446447	152446457	+	0.000	0.000	Merged-chr4-152446445-57
NR8474--MA0741.1.KLF16	chr11	57952969	57952979	-	0.000	0.000	Merged-chr11-57952769-40
NR46386--MA1107.1.KLF9	chr6	117937386	117937398	+	0.000	0.000	Merged-chr6-117937569-43
NR2838--MA0599.1.KLF5	chr1	162565217	162565226	+	0.000	0.000	Merged-chr1-162565187-22
NR21987--MA0493.1.Klf1	chr16	95860799	95860809	+	0.000	0.000	Merged-chr16-95860989-42
NR24678--MA0039.3.KLF4	chr17	83846389	83846399	+	0.000	0.000	Merged-chr17-83846499-25
NR17493--MA0493.1.Klf1	chr14	78687923	78687933	+	0.000	0.000	Merged-chr14-78687892-42
NR28161--MA0493.1.Klf1	chr19	56756564	56756574	-	0.000	0.000	Merged-chr19-56756635-43
NR13100--MA0741.1.KLF16	chr12	110503648	110503658	+	0.000	0.000	Merged-chr12-110503523-43
NR39720--MA0493.1.Klf1	chr4	149518127	149518137	-	0.000	0.000	Merged-chr4-149518177-56
NR14477--MA0741.1.KLF16	chr13	60935307	60935317	-	0.000	0.000	Merged-chr13-60935285-22
NR23178--MA0599.1.KLF5	chr17	32470744	32470753	-	0.000	0.000	Merged-chr17-32470948-41
NR46518--MA0742.1.Klf12	chr6	120264381	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR13875--MA0741.1.KLF16	chr13	35131736	35131746	+	0.000	0.000	Merged-chr13-35131726-73
NR12805--MA0493.1.Klf1	chr12	103116815	103116825	+	0.000	0.000	Merged-chr12-103116842-39
NR17497--MA1107.1.KLF9	chr14	78687923	78687935	+	0.000	0.000	Merged-chr14-78687892-42
NR39062--MA0493.1.Klf1	chr4	134734806	134734816	+	0.000	0.000	Merged-chr4-134734669-83
NR30171--MA0493.1.Klf1	chr2	79121180	79121190	+	0.000	0.000	Merged-chr2-79121079-51
NR9437--MA0493.1.Klf1	chr11	82214556	82214566	-	0.000	0.000	Merged-chr11-82214647-44
NR52998--MA0742.1.Klf12	chr8	75082630	75082644	-	0.000	0.000	Merged-chr8-75082480-28
NR27551--MA0599.1.KLF5	chr19	37333675	37333684	-	0.000	0.000	Merged-chr19-37333490-26
NR28068--MA0599.1.KLF5	chr19	53536889	53536898	-	0.000	0.000	Merged-chr19-53536868-40
NR35710--MA0493.1.Klf1	chr3	136556572	136556582	-	0.000	0.000	Merged-chr3-136556627-33
NR29037--MA0599.1.KLF5	chr2	29849976	29849985	+	0.000	0.000	Merged-chr2-29850143-19
NR46964--MA1107.1.KLF9	chr6	134903768	134903780	+	0.000	0.000	Merged-chr6-134903917-75
NR2726--MA0742.1.Klf12	chr1	159812993	159813007	-	0.000	0.000	Merged-chr1-159812982-41
NR25485--MA0740.1.KLF14	chr18	39141853	39141866	-	0.000	0.000	Merged-chr18-39141814-16
NR10368--MA0741.1.KLF16	chr11	104631544	104631554	-	0.000	0.000	Merged-chr11-104631492-24
NR34885--MA0599.1.KLF5	chr3	104771699	104771708	-	0.000	0.000	Merged-chr3-104771571-48
NR5574--MA1107.1.KLF9	chr10	78115186	78115198	-	0.000	0.000	Merged-chr10-78115092-14
NR56985--MA0039.3.KLF4	chr9	106430937	106430947	+	0.000	0.000	Merged-chr9-106430870-17
NR12733--MA1107.1.KLF9	chr12	100928529	100928541	+	0.000	0.000	Merged-chr12-100928517-22
NR9678--MA0039.3.KLF4	chr11	88993828	88993838	-	0.000	0.000	Merged-chr11-88993773-46
NR18820--MA1107.1.KLF9	chr15	60120082	60120094	-	0.000	0.000	Merged-chr15-60120172-38
NR13842--MA0599.1.KLF5	chr13	33077252	33077261	-	0.000	0.000	Merged-chr13-33077340-51
NR41646--MA0599.1.KLF5	chr5	77140324	77140333	+	0.000	0.000	Merged-chr5-77140362-54
NR20924--MA1107.1.KLF9	chr16	33053321	33053333	+	0.000	0.000	Merged-chr16-33053250-22
NR39225--MA0741.1.KLF16	chr4	137603710	137603720	+	0.000	0.000	Merged-chr4-137603877-24
NR52999--MA0599.1.KLF5	chr8	75082634	75082643	-	0.000	0.000	Merged-chr8-75082480-28
NR52407--MA1107.1.KLF9	chr8	46869635	46869647	-	0.000	0.000	Merged-chr8-46869591-35
NR53028--MA0740.1.KLF14	chr8	77509209	77509222	+	0.000	0.000	Merged-chr8-77509195-33
NR54045--MA1107.1.KLF9	chr8	115726941	115726953	-	0.000	0.000	Merged-chr8-115726918-55
NR17189--MA0740.1.KLF14	chr14	67911780	67911793	-	0.000	0.000	Merged-chr14-67911920-26
NR51451--MA0039.3.KLF4	chr7	142354083	142354093	+	0.000	0.000	Merged-chr7-142354183-49
NR32239--MA1107.1.KLF9	chr2	160657971	160657983	-	0.000	0.000	Merged-chr2-160657923-30
NR28994--MA1107.1.KLF9	chr2	28517561	28517573	+	0.000	0.000	Merged-chr2-28517592-38
NR45746--MA0742.1.Klf12	chr6	88939585	88939599	-	0.000	0.000	Merged-chr6-88939617-36
NR41649--MA0741.1.KLF16	chr5	77140305	77140315	+	0.000	0.000	Merged-chr5-77140362-54
NR655--MA0493.1.Klf1	chr1	52578408	52578418	+	0.000	0.000	Merged-chr1-52578518-39
NR44001--MA0039.3.KLF4	chr5	142920937	142920947	-	0.000	0.000	Merged-chr5-142920894-48
NR57462--MA0741.1.KLF16	chr9	118750789	118750799	-	0.000	0.000	Merged-chr9-118750873-69
NR8411--MA0741.1.KLF16	chr11	55131119	55131129	+	0.000	0.000	Merged-chr11-55131266-10
NR15779--MA0039.3.KLF4	chr13	118383765	118383775	+	0.000	0.000	Merged-chr13-118383663-25
NR12098--MA1107.1.KLF9	chr12	72844273	72844285	+	0.000	0.000	Merged-chr12-72844339-47
NR4871--MA0599.1.KLF5	chr10	53461610	53461619	-	0.000	0.000	Merged-chr10-53461441-37
NR9179--MA0599.1.KLF5	chr11	75956669	75956678	-	0.000	0.000	Merged-chr11-75956797-42
NR42986--MA1107.1.KLF9	chr5	124075986	124075998	-	0.000	0.000	Merged-chr5-124075936-23
NR11242--MA0741.1.KLF16	chr12	8829810	8829820	-	0.000	0.000	Merged-chr12-8829730-25
NR6017--MA0599.1.KLF5	chr10	83722887	83722896	-	0.000	0.000	Merged-chr10-83722684-72
NR54175--MA0039.3.KLF4	chr8	120050177	120050187	-	0.000	0.000	Merged-chr8-120050156-23
NR24756--MA1107.1.KLF9	chr17	85908760	85908772	+	0.000	0.000	Merged-chr17-85908611-2
NR8415--MA1107.1.KLF9	chr11	55131148	55131160	+	0.000	0.000	Merged-chr11-55131266-10
NR8420--MA0493.1.Klf1	chr11	55131273	55131283	+	0.000	0.000	Merged-chr11-55131266-10
NR6935--MA0599.1.KLF5	chr10	119083840	119083849	-	0.000	0.000	Merged-chr10-119083697-27
NR50404--MA0599.1.KLF5	chr7	114069289	114069298	-	0.000	0.000	Merged-chr7-114069379-29
NR51255--MA0039.3.KLF4	chr7	139157794	139157804	-	0.000	0.000	Merged-chr7-139157777-16
NR26545--MA0741.1.KLF16	chr18	82607598	82607608	+	0.000	0.000	Merged-chr18-82607647-23
NR2616--MA0740.1.KLF14	chr1	156206188	156206201	+	0.000	0.000	Merged-chr1-156206326-26
NR8416--MA0741.1.KLF16	chr11	55131214	55131224	+	0.000	0.000	Merged-chr11-55131266-10
NR2004--MA0742.1.Klf12	chr1	131747153	131747167	+	0.000	0.000	Merged-chr1-131747235-22
NR21821--MA0741.1.KLF16	chr16	91588232	91588242	+	0.000	0.000	Merged-chr16-91588038-25
NR38842--MA1107.1.KLF9	chr4	132749032	132749044	-	0.000	0.000	Merged-chr4-132748989-25
NR23753--MA0741.1.KLF16	chr17	47598382	47598392	-	0.000	0.000	Merged-chr17-47598322-32
NR10622--MA1107.1.KLF9	chr11	113802535	113802547	-	0.000	0.000	Merged-chr11-113802652-27
NR47064--MA0741.1.KLF16	chr6	137491892	137491902	-	0.000	0.000	Merged-chr6-137492060-50
NR7209--MA0039.3.KLF4	chr10	127141096	127141106	+	0.000	0.000	Merged-chr10-127141144-2
NR4775--MA0657.1.KLF13	chr10	43980355	43980372	+	0.000	0.000	Merged-chr10-43980339-48
NR28123--MA0493.1.Klf1	chr19	55769055	55769065	-	0.000	0.000	Merged-chr19-55769048-40
NR46385--MA0599.1.KLF5	chr6	117937375	117937384	+	0.000	0.000	Merged-chr6-117937569-43
NR49977--MA0599.1.KLF5	chr7	98797491	98797500	-	0.000	0.000	Merged-chr7-98797577-28
NR35693--MA0039.3.KLF4	chr3	135675687	135675697	+	0.000	0.000	Merged-chr3-135675679-12
NR27440--MA0741.1.KLF16	chr19	31337344	31337354	-	0.000	0.000	Merged-chr19-31337298-1
NR11175--MA1107.1.KLF9	chr12	4065643	4065655	+	0.000	0.000	Merged-chr12-4065716-30
NR15740--MA0039.3.KLF4	chr13	114887433	114887443	-	0.000	0.000	Merged-chr13-114887526-35
NR40944--MA0741.1.KLF16	chr5	36839938	36839948	+	0.000	0.000	Merged-chr5-36840092-52
NR28163--MA1107.1.KLF9	chr19	56756562	56756574	-	0.000	0.000	Merged-chr19-56756635-43
NR55684--MA0599.1.KLF5	chr9	57339937	57339946	-	0.000	0.000	Merged-chr9-57339944-60
NR13895--MA0742.1.Klf12	chr13	38503599	38503613	+	0.000	0.000	Merged-chr13-38503650-43
NR8457--MA0493.1.Klf1	chr11	57669659	57669669	-	0.000	0.000	Merged-chr11-57669677-39
NR57034--MA0039.3.KLF4	chr9	107334441	107334451	+	0.000	0.000	Merged-chr9-107334469-86
NR22804--MA0742.1.Klf12	chr17	25584132	25584146	+	0.000	0.000	Merged-chr17-25583989-33
NR54226--MA1107.1.KLF9	chr8	120701896	120701908	-	0.000	0.000	Merged-chr8-120702084-56
NR51450--MA0599.1.KLF5	chr7	142354082	142354091	+	0.000	0.000	Merged-chr7-142354183-49
NR6837--MA0493.1.Klf1	chr10	117861085	117861095	-	0.000	0.000	Merged-chr10-117861044-50
NR9439--MA1107.1.KLF9	chr11	82214554	82214566	-	0.000	0.000	Merged-chr11-82214647-44
NR33426--MA0599.1.KLF5	chr3	37387238	37387247	+	0.000	0.000	Merged-chr3-37387338-33
NR2617--MA0599.1.KLF5	chr1	156206189	156206198	+	0.000	0.000	Merged-chr1-156206326-26
NR27214--MA0741.1.KLF16	chr19	14668708	14668718	-	0.000	0.000	Merged-chr19-14668781-26
NR34067--MA1107.1.KLF9	chr3	84772128	84772140	-	0.000	0.000	Merged-chr3-84772067-31
NR41329--MA0742.1.Klf12	chr5	64814614	64814628	-	0.000	0.000	Merged-chr5-64814599-21
NR17193--MA0741.1.KLF16	chr14	67911769	67911779	-	0.000	0.000	Merged-chr14-67911920-26
NR34062--MA0039.3.KLF4	chr3	84772128	84772138	-	0.000	0.000	Merged-chr3-84772067-31
NR2729--MA0599.1.KLF5	chr1	159813016	159813025	-	0.000	0.000	Merged-chr1-159812982-41
NR32125--MA0741.1.KLF16	chr2	157424216	157424226	+	0.000	0.000	Merged-chr2-157424284-16
NR48340--MA0039.3.KLF4	chr7	28820746	28820756	-	0.000	0.000	Merged-chr7-28820769-1
NR6934--MA0742.1.Klf12	chr10	119083802	119083816	-	0.000	0.000	Merged-chr10-119083697-27
NR46959--MA0599.1.KLF5	chr6	134903769	134903778	+	0.000	0.000	Merged-chr6-134903917-75
NR2733--MA0493.1.Klf1	chr1	159813016	159813026	-	0.000	0.000	Merged-chr1-159812982-41
NR39064--MA0039.3.KLF4	chr4	134734843	134734853	+	0.000	0.000	Merged-chr4-134734669-83
NR2737--MA1107.1.KLF9	chr1	159813014	159813026	-	0.000	0.000	Merged-chr1-159812982-41
NR41653--MA0599.1.KLF5	chr5	77140337	77140346	+	0.000	0.000	Merged-chr5-77140362-54
NR31142--MA0039.3.KLF4	chr2	122673096	122673106	+	0.000	0.000	Merged-chr2-122673136-39
NR5568--MA1107.1.KLF9	chr10	78115174	78115186	-	0.000	0.000	Merged-chr10-78115092-14
NR54612--MA0741.1.KLF16	chr8	127052374	127052384	+	0.000	0.000	Merged-chr8-127052348-23
NR6322--MA1107.1.KLF9	chr10	94942951	94942963	+	0.000	0.000	Merged-chr10-94942923-6
NR6574--MA0599.1.KLF5	chr10	108119538	108119547	+	0.000	0.000	Merged-chr10-108119748-35
NR21818--MA0741.1.KLF16	chr16	91588211	91588221	+	0.000	0.000	Merged-chr16-91588038-25
NR657--MA1107.1.KLF9	chr1	52578408	52578420	+	0.000	0.000	Merged-chr1-52578518-39
NR27590--MA0599.1.KLF5	chr19	38746135	38746144	-	0.000	0.000	Merged-chr19-38746267-36
NR21117--MA1107.1.KLF9	chr16	44362189	44362201	+	0.000	0.000	Merged-chr16-44362356-45
NR52406--MA0493.1.Klf1	chr8	46869637	46869647	-	0.000	0.000	Merged-chr8-46869591-35
NR42707--MA0493.1.Klf1	chr5	118404362	118404372	+	0.000	0.000	Merged-chr5-118404562-37
NR51254--MA0599.1.KLF5	chr7	139157796	139157805	-	0.000	0.000	Merged-chr7-139157777-16
NR4356--MA0742.1.Klf12	chr10	19506204	19506218	+	0.000	0.000	Merged-chr10-19506242-43
NR27437--MA0741.1.KLF16	chr19	31337341	31337351	-	0.000	0.000	Merged-chr19-31337298-1
NR536--MA0039.3.KLF4	chr1	40386304	40386314	+	0.000	0.000	Merged-chr1-40386352-39
NR19282--MA1107.1.KLF9	chr15	78926264	78926276	+	0.000	0.000	Merged-chr15-78926202-1
NR27595--MA0599.1.KLF5	chr19	38746192	38746201	-	0.000	0.000	Merged-chr19-38746267-36
NR18823--MA0039.3.KLF4	chr15	60120106	60120116	-	0.000	0.000	Merged-chr15-60120172-38
NR2581--MA1107.1.KLF9	chr1	155173686	155173698	-	0.000	0.000	Merged-chr1-155173464-79
NR12097--MA0493.1.Klf1	chr12	72844273	72844283	+	0.000	0.000	Merged-chr12-72844339-47
NR9180--MA0039.3.KLF4	chr11	75956667	75956677	-	0.000	0.000	Merged-chr11-75956797-42
NR35692--MA0599.1.KLF5	chr3	135675686	135675695	+	0.000	0.000	Merged-chr3-135675679-12
NR10369--MA1107.1.KLF9	chr11	104631539	104631551	-	0.000	0.000	Merged-chr11-104631492-24
NR14500--MA0741.1.KLF16	chr13	63189565	63189575	-	0.000	0.000	Merged-chr13-63189715-33
NR53029--MA0741.1.KLF16	chr8	77509210	77509220	+	0.000	0.000	Merged-chr8-77509195-33
NR51251--MA0740.1.KLF14	chr7	139157793	139157806	-	0.000	0.000	Merged-chr7-139157777-16
NR25965--MA1107.1.KLF9	chr18	65107250	65107262	+	0.000	0.000	Merged-chr18-65107334-45
NR42985--MA0493.1.Klf1	chr5	124075988	124075998	-	0.000	0.000	Merged-chr5-124075936-23
NR99--MA1107.1.KLF9	chr1	13301832	13301844	+	0.000	0.000	Merged-chr1-13301807-39
NR42402--MA0039.3.KLF4	chr5	112301911	112301921	+	0.000	0.000	Merged-chr5-112301937-36
NR45596--MA1107.1.KLF9	chr6	85147856	85147868	+	0.000	0.000	Merged-chr6-85147771-14
NR35790--MA0493.1.Klf1	chr3	138893757	138893767	+	0.000	0.000	Merged-chr3-138893657-47
NR22803--MA1107.1.KLF9	chr17	25584055	25584067	-	0.000	0.000	Merged-chr17-25583989-33
NR28076--MA0740.1.KLF14	chr19	53889767	53889780	+	0.000	0.000	Merged-chr19-53889811-40
NR48512--MA1107.1.KLF9	chr7	31161054	31161066	-	0.000	0.000	Merged-chr7-31161172-57
NR8977--MA0039.3.KLF4	chr11	70597422	70597432	-	0.000	0.000	Merged-chr11-70597550-26
NR21875--MA0742.1.Klf12	chr16	93552856	93552870	+	0.000	0.000	Merged-chr16-93552984-42
NR40945--MA0599.1.KLF5	chr5	36840149	36840158	+	0.000	0.000	Merged-chr5-36840092-52
NR21817--MA0493.1.Klf1	chr16	91588210	91588220	+	0.000	0.000	Merged-chr16-91588038-25
NR8422--MA0039.3.KLF4	chr11	55131334	55131344	+	0.000	0.000	Merged-chr11-55131266-10
NR2721--MA0741.1.KLF16	chr1	159812978	159812988	-	0.000	0.000	Merged-chr1-159812982-41
NR27692--MA0740.1.KLF14	chr19	41597370	41597383	-	0.000	0.000	Merged-chr19-41597559-38
NR9181--MA0741.1.KLF16	chr11	75956668	75956678	-	0.000	0.000	Merged-chr11-75956797-42
NR42449--MA0599.1.KLF5	chr5	113828344	113828353	-	0.000	0.000	Merged-chr5-113828538-48
NR34061--MA0599.1.KLF5	chr3	84772130	84772139	-	0.000	0.000	Merged-chr3-84772067-31
NR50289--MA0039.3.KLF4	chr7	110203786	110203796	-	0.000	0.000	Merged-chr7-110203728-41
NR52054--MA0599.1.KLF5	chr8	27201164	27201173	-	0.000	0.000	Merged-chr8-27201067-26
NR35132--MA1107.1.KLF9	chr3	115758850	115758862	-	0.000	0.000	Merged-chr3-115758930-94
NR51252--MA0657.1.KLF13	chr7	139157790	139157807	-	0.000	0.000	Merged-chr7-139157777-16
NR34942--MA1107.1.KLF9	chr3	105825730	105825742	+	0.000	0.000	Merged-chr3-105825792-34
NR13899--MA1107.1.KLF9	chr13	38503599	38503611	+	0.000	0.000	Merged-chr13-38503650-43
NR38841--MA0493.1.Klf1	chr4	132749054	132749064	-	0.000	0.000	Merged-chr4-132748989-25
NR14505--MA0741.1.KLF16	chr13	63189570	63189580	-	0.000	0.000	Merged-chr13-63189715-33
NR39059--MA0742.1.Klf12	chr4	134734806	134734820	+	0.000	0.000	Merged-chr4-134734669-83
NR31141--MA0599.1.KLF5	chr2	122673095	122673104	+	0.000	0.000	Merged-chr2-122673136-39
NR14341--MA0599.1.KLF5	chr13	56476922	56476931	+	0.000	0.000	Merged-chr13-56477022-46
NR38837--MA0742.1.Klf12	chr4	132749050	132749064	-	0.000	0.000	Merged-chr4-132748989-25
NR11174--MA0493.1.Klf1	chr12	4065643	4065653	+	0.000	0.000	Merged-chr12-4065716-30
NR54658--MA0039.3.KLF4	chr8	128420726	128420736	+	0.000	0.000	Merged-chr8-128420826-46
NR39953--MA1107.1.KLF9	chr4	154105755	154105767	-	0.000	0.000	Merged-chr4-154105612-38
NR21846--MA0742.1.Klf12	chr16	91781392	91781406	-	0.000	0.000	Merged-chr16-91781524-1
NR8472--MA0039.3.KLF4	chr11	57952968	57952978	-	0.000	0.000	Merged-chr11-57952769-40
NR18007--MA0599.1.KLF5	chr14	120313645	120313654	+	0.000	0.000	Merged-chr14-120313531-118
NR5570--MA1107.1.KLF9	chr10	78115178	78115190	-	0.000	0.000	Merged-chr10-78115092-14
NR27443--MA0741.1.KLF16	chr19	31337347	31337357	-	0.000	0.000	Merged-chr19-31337298-1
NR43421--MA0741.1.KLF16	chr5	135115356	135115366	-	0.000	0.000	Merged-chr5-135115482-49
NR54610--MA0741.1.KLF16	chr8	127052372	127052382	+	0.000	0.000	Merged-chr8-127052348-23
NR23752--MA0599.1.KLF5	chr17	47598383	47598392	-	0.000	0.000	Merged-chr17-47598322-32
NR9326--MA0493.1.Klf1	chr11	79152830	79152840	+	0.000	0.000	Merged-chr11-79152860-26
NR6321--MA0599.1.KLF5	chr10	94942875	94942884	-	0.000	0.000	Merged-chr10-94942923-6
NR54023--MA1107.1.KLF9	chr8	114888552	114888564	-	0.000	0.000	Merged-chr8-114888790-56
NR2730--MA0039.3.KLF4	chr1	159812995	159813005	-	0.000	0.000	Merged-chr1-159812982-41
NR47062--MA0599.1.KLF5	chr6	137491893	137491902	-	0.000	0.000	Merged-chr6-137492060-50
NR40865--MA0493.1.Klf1	chr5	35176592	35176602	+	0.000	0.000	Merged-chr5-35176446-65
NR34939--MA0740.1.KLF14	chr3	105825730	105825743	+	0.000	0.000	Merged-chr3-105825792-34
NR40640--MA0039.3.KLF4	chr5	28269731	28269741	-	0.000	0.000	Merged-chr5-28269924-54
NR27599--MA0741.1.KLF16	chr19	38746205	38746215	-	0.000	0.000	Merged-chr19-38746267-36
NR55436--MA0493.1.Klf1	chr9	46067964	46067974	+	0.000	0.000	Merged-chr9-46067902-17
NR25896--MA0657.1.KLF13	chr18	62192590	62192607	-	0.000	0.000	Merged-chr18-62192443-48
NR16968--MA1107.1.KLF9	chr14	59553216	59553228	+	0.000	0.000	Merged-chr14-59553394-22
NR3416--MA0741.1.KLF16	chr1	178182343	178182353	+	0.000	0.000	Merged-chr1-178182458-49
NR35048--MA1107.1.KLF9	chr3	109133237	109133249	+	0.000	0.000	Merged-chr3-109133281-24
NR44002--MA0741.1.KLF16	chr5	142920938	142920948	-	0.000	0.000	Merged-chr5-142920894-48
NR5575--MA1107.1.KLF9	chr10	78115188	78115200	-	0.000	0.000	Merged-chr10-78115092-14
NR44254--MA0741.1.KLF16	chr5	148489495	148489505	-	0.000	0.000	Merged-chr5-148489625-52
NR25489--MA0599.1.KLF5	chr18	39141876	39141885	-	0.000	0.000	Merged-chr18-39141814-16
NR27217--MA0741.1.KLF16	chr19	14668711	14668721	-	0.000	0.000	Merged-chr19-14668781-26
NR18821--MA1107.1.KLF9	chr15	60120084	60120096	-	0.000	0.000	Merged-chr15-60120172-38
NR21874--MA0740.1.KLF14	chr16	93552856	93552869	+	0.000	0.000	Merged-chr16-93552984-42
NR50405--MA0741.1.KLF16	chr7	114069288	114069298	-	0.000	0.000	Merged-chr7-114069379-29
NR3363--MA0741.1.KLF16	chr1	177008801	177008811	+	0.000	0.000	Merged-chr1-177008942-27
NR46522--MA1107.1.KLF9	chr6	120264383	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR45684--MA0599.1.KLF5	chr6	87542250	87542259	-	0.000	0.000	Merged-chr6-87542145-24
NR42401--MA0599.1.KLF5	chr5	112301910	112301919	+	0.000	0.000	Merged-chr5-112301937-36
NR27435--MA0741.1.KLF16	chr19	31337339	31337349	-	0.000	0.000	Merged-chr19-31337298-1
NR56454--MA1107.1.KLF9	chr9	86624895	86624907	-	0.000	0.000	Merged-chr9-86625059-9
NR8976--MA0599.1.KLF5	chr11	70597424	70597433	-	0.000	0.000	Merged-chr11-70597550-26
NR19278--MA0742.1.Klf12	chr15	78926264	78926278	+	0.000	0.000	Merged-chr15-78926202-1
NR27552--MA0493.1.Klf1	chr19	37333675	37333685	-	0.000	0.000	Merged-chr19-37333490-26
NR19271--MA1107.1.KLF9	chr15	78835207	78835219	-	0.000	0.000	Merged-chr15-78835387-37
NR2414--MA0493.1.Klf1	chr1	151083921	151083931	-	0.000	0.000	Merged-chr1-151084034-24
NR54615--MA0741.1.KLF16	chr8	127052377	127052387	+	0.000	0.000	Merged-chr8-127052348-23
NR13839--MA0599.1.KLF5	chr13	32868381	32868390	+	0.000	0.000	Merged-chr13-32868285-30
NR11318--MA1107.1.KLF9	chr12	13518261	13518273	-	0.000	0.000	Merged-chr12-13518316-35
NR21339--MA0039.3.KLF4	chr16	58546281	58546291	-	0.000	0.000	Merged-chr16-58546287-56
NR50288--MA0599.1.KLF5	chr7	110203788	110203797	-	0.000	0.000	Merged-chr7-110203728-41
NR16768--MA0493.1.Klf1	chr14	54061508	54061518	+	0.000	0.000	Merged-chr14-54061633-25
NR54056--MA0493.1.Klf1	chr8	116645535	116645545	-	0.000	0.000	Merged-chr8-116645599-31
NR41647--MA0493.1.Klf1	chr5	77140302	77140312	+	0.000	0.000	Merged-chr5-77140362-54
NR45685--MA0741.1.KLF16	chr6	87542249	87542259	-	0.000	0.000	Merged-chr6-87542145-24
NR19281--MA0493.1.Klf1	chr15	78926264	78926274	+	0.000	0.000	Merged-chr15-78926202-1
NR16966--MA0741.1.KLF16	chr14	59553209	59553219	+	0.000	0.000	Merged-chr14-59553394-22
NR39226--MA0599.1.KLF5	chr4	137603899	137603908	+	0.000	0.000	Merged-chr4-137603877-24
NR8406--MA0740.1.KLF14	chr11	55131118	55131131	+	0.000	0.000	Merged-chr11-55131266-10
NR31210--MA0599.1.KLF5	chr2	126491623	126491632	+	0.000	0.000	Merged-chr2-126491626-26
NR38960--MA0599.1.KLF5	chr4	133673295	133673304	-	0.000	0.000	Merged-chr4-133673416-1
