#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR39993--MA1107.1.KLF9	chr6	116673890	116673902	+	0.000	0.000	Merged-chr6-116673934-58
NR35137--MA0741.1.KLF16	chr5	34430889	34430899	-	0.000	0.000	Merged-chr5-34430803-28
NR35357--MA0740.1.KLF14	chr5	51552660	51552673	+	0.000	0.000	Merged-chr5-51552540-96
NR35706--MA0493.1.Klf1	chr5	73223255	73223265	-	0.000	0.000	Merged-chr5-73223278-33
NR27910--MA0741.1.KLF16	chr2	160367205	160367215	+	0.000	0.000	Merged-chr2-160367322-62
NR49101--MA0039.3.KLF4	chr9	107719433	107719443	+	0.000	0.000	Merged-chr9-107719377-27
NR25805--MA1107.1.KLF9	chr2	65161744	65161756	+	0.000	0.000	Merged-chr2-65161891-30
NR423--MA0741.1.KLF16	chr1	42953103	42953113	+	0.000	0.000	Merged-chr1-42953184-68
NR28655--MA0599.1.KLF5	chr3	8717393	8717402	+	0.000	0.000	Merged-chr3-8717539-26
NR46625--MA0493.1.Klf1	chr8	121898641	121898651	-	0.000	0.000	Merged-chr8-121898554-47
NR22085--MA0741.1.KLF16	chr18	54992554	54992564	-	0.000	0.000	Merged-chr18-54992765-44
NR1005--MA1107.1.KLF9	chr1	83006281	83006293	+	0.000	0.000	Merged-chr1-83006483-46
NR27774--MA0741.1.KLF16	chr2	156683049	156683059	+	0.000	0.000	Merged-chr2-156683135-11
NR29968--MA1107.1.KLF9	chr3	97054995	97055007	+	0.000	0.000	Merged-chr3-97055000-19
NR30549--MA0599.1.KLF5	chr3	121967773	121967782	-	0.000	0.000	Merged-chr3-121967857-57
NR22698--MA0740.1.KLF14	chr18	80041987	80042000	+	0.000	0.000	Merged-chr18-80041946-55
NR22291--MA0599.1.KLF5	chr18	65322470	65322479	-	0.000	0.000	Merged-chr18-65322333-46
NR16016--MA0599.1.KLF5	chr15	66286837	66286846	-	0.000	0.000	Merged-chr15-66286791-54
NR6043--MA1107.1.KLF9	chr11	6000815	6000827	+	0.000	0.000	Merged-chr11-6000952-1
NR30474--MA0741.1.KLF16	chr3	116200268	116200278	+	0.000	0.000	Merged-chr3-116200281-40
NR28383--MA0599.1.KLF5	chr2	172940357	172940366	-	0.000	0.000	Merged-chr2-172940358-59
NR22699--MA0657.1.KLF13	chr18	80041986	80042003	+	0.000	0.000	Merged-chr18-80041946-55
NR44859--MA0599.1.KLF5	chr8	45934969	45934978	-	0.000	0.000	Merged-chr8-45934835-41
NR15444--MA0741.1.KLF16	chr15	18951889	18951899	-	0.000	0.000	Merged-chr15-18951851-25
NR46908--MA0741.1.KLF16	chr8	126699189	126699199	-	0.000	0.000	Merged-chr8-126699390-72
NR24127--MA0599.1.KLF5	chr19	47915500	47915509	-	0.000	0.000	Merged-chr19-47915460-18
NR36201--MA0039.3.KLF4	chr5	100929922	100929932	+	0.000	0.000	Merged-chr5-100929891-31
NR28285--MA0599.1.KLF5	chr2	168575145	168575154	+	0.000	0.000	Merged-chr2-168575169-53
NR11160--MA0741.1.KLF16	chr12	110381480	110381490	+	0.000	0.000	Merged-chr12-110381552-59
NR3827--MA0741.1.KLF16	chr10	60028424	60028434	+	0.000	0.000	Merged-chr10-60028260-54
NR49100--MA0599.1.KLF5	chr9	107719432	107719441	+	0.000	0.000	Merged-chr9-107719377-27
NR2513--MA1107.1.KLF9	chr1	175671993	175672005	+	0.000	0.000	Merged-chr1-175671979-22
NR26445--MA1107.1.KLF9	chr2	93411643	93411655	-	0.000	0.000	Merged-chr2-93411481-30
NR979--MA1107.1.KLF9	chr1	82443689	82443701	+	0.000	0.000	Merged-chr1-82443829-28
NR129--MA0742.1.Klf12	chr1	22806092	22806106	-	0.000	0.000	Merged-chr1-22806040-36
NR44862--MA0741.1.KLF16	chr8	45934968	45934978	-	0.000	0.000	Merged-chr8-45934835-41
NR28654--MA0742.1.Klf12	chr3	8717392	8717406	+	0.000	0.000	Merged-chr3-8717539-26
NR13066--MA0599.1.KLF5	chr13	101569401	101569410	-	0.000	0.000	Merged-chr13-101569413-14
NR38209--MA0599.1.KLF5	chr5	150259744	150259753	+	0.000	0.000	Merged-chr5-150259783-65
NR11879--MA1107.1.KLF9	chr13	36214178	36214190	-	0.000	0.000	Merged-chr13-36214295-21
NR46627--MA1107.1.KLF9	chr8	121898639	121898651	-	0.000	0.000	Merged-chr8-121898554-47
NR10234--MA1107.1.KLF9	chr12	69853616	69853628	+	0.000	0.000	Merged-chr12-69853558-20
NR5826--MA0741.1.KLF16	chr10	128940595	128940605	-	0.000	0.000	Merged-chr10-128940717-41
NR23859--MA0741.1.KLF16	chr19	42770732	42770742	-	0.000	0.000	Merged-chr19-42770693-24
NR3510--MA0493.1.Klf1	chr10	39293069	39293079	+	0.000	0.000	Merged-chr10-39293099-66
NR6346--MA0599.1.KLF5	chr11	32020367	32020376	-	0.000	0.000	Merged-chr11-32020422-50
NR1003--MA1107.1.KLF9	chr1	83006277	83006289	+	0.000	0.000	Merged-chr1-83006483-46
NR24871--MA0741.1.KLF16	chr2	25095203	25095213	+	0.000	0.000	Merged-chr2-25095278-14
NR1898--MA0039.3.KLF4	chr1	151236860	151236870	+	0.000	0.000	Merged-chr1-151236737-36
NR11218--MA0599.1.KLF5	chr12	111668576	111668585	-	0.000	0.000	Merged-chr12-111668629-40
NR28419--MA0741.1.KLF16	chr2	173444619	173444629	+	0.000	0.000	Merged-chr2-173444560-32
NR38393--MA0599.1.KLF5	chr6	28878189	28878198	-	0.000	0.000	Merged-chr6-28878211-33
NR17738--MA0039.3.KLF4	chr16	23262266	23262276	+	0.000	0.000	Merged-chr16-23262371-32
NR36200--MA0599.1.KLF5	chr5	100929921	100929930	+	0.000	0.000	Merged-chr5-100929891-31
NR30779--MA1107.1.KLF9	chr3	132949629	132949641	+	0.000	0.000	Merged-chr3-132949483-1
NR44377--MA0493.1.Klf1	chr8	8661278	8661288	+	0.000	0.000	Merged-chr8-8661451-105
NR48663--MA0741.1.KLF16	chr9	94607624	94607634	-	0.000	0.000	Merged-chr9-94607543-65
NR19857--MA0599.1.KLF5	chr17	31693554	31693563	-	0.000	0.000	Merged-chr17-31693537-59
NR5824--MA0039.3.KLF4	chr10	128940594	128940604	-	0.000	0.000	Merged-chr10-128940717-41
NR35969--MA0741.1.KLF16	chr5	89882216	89882226	-	0.000	0.000	Merged-chr5-89882343-19
NR6037--MA1107.1.KLF9	chr11	6000803	6000815	+	0.000	0.000	Merged-chr11-6000952-1
NR39991--MA0741.1.KLF16	chr6	116673870	116673880	+	0.000	0.000	Merged-chr6-116673934-58
NR128--MA0740.1.KLF14	chr1	22806093	22806106	-	0.000	0.000	Merged-chr1-22806040-36
NR44861--MA0493.1.Klf1	chr8	45934969	45934979	-	0.000	0.000	Merged-chr8-45934835-41
NR29426--MA0493.1.Klf1	chr3	79451644	79451654	-	0.000	0.000	Merged-chr3-79451498-29
NR28274--MA0599.1.KLF5	chr2	168525577	168525586	+	0.000	0.000	Merged-chr2-168525389-54
NR35278--MA0740.1.KLF14	chr5	43355358	43355371	-	0.000	0.000	Merged-chr5-43355421-55
NR39945--MA0599.1.KLF5	chr6	115123395	115123404	-	0.000	0.000	Merged-chr6-115123444-38
NR44860--MA0039.3.KLF4	chr8	45934967	45934977	-	0.000	0.000	Merged-chr8-45934835-41
NR32330--MA0740.1.KLF14	chr4	89137800	89137813	+	0.000	0.000	Merged-chr4-89137676-98
NR10098--MA0599.1.KLF5	chr12	55466530	55466539	+	0.000	0.000	Merged-chr12-55466597-41
NR22083--MA1107.1.KLF9	chr18	54822926	54822938	+	0.000	0.000	Merged-chr18-54822886-30
NR1712--MA0740.1.KLF14	chr1	136018701	136018714	-	0.000	0.000	Merged-chr1-136018899-6
NR33648--MA0599.1.KLF5	chr4	135114642	135114651	-	0.000	0.000	Merged-chr4-135114591-19
NR39815--MA0493.1.Klf1	chr6	108895258	108895268	+	0.000	0.000	Merged-chr6-108895381-27
NR28297--MA0599.1.KLF5	chr2	168741484	168741493	+	0.000	0.000	Merged-chr2-168741453-11
NR15691--MA0599.1.KLF5	chr15	38535549	38535558	+	0.000	0.000	Merged-chr15-38535554-39
NR22079--MA0039.3.KLF4	chr18	54822922	54822932	+	0.000	0.000	Merged-chr18-54822886-30
NR26439--MA1107.1.KLF9	chr2	93411631	93411643	-	0.000	0.000	Merged-chr2-93411481-30
NR22075--MA0740.1.KLF14	chr18	54822920	54822933	+	0.000	0.000	Merged-chr18-54822886-30
NR3826--MA0493.1.Klf1	chr10	60028423	60028433	+	0.000	0.000	Merged-chr10-60028260-54
NR40785--MA0493.1.Klf1	chr6	145992967	145992977	+	0.000	0.000	Merged-chr6-145993129-56
NR5959--MA0741.1.KLF16	chr11	4390656	4390666	-	0.000	0.000	Merged-chr11-4390804-16
NR10233--MA0493.1.Klf1	chr12	69853616	69853626	+	0.000	0.000	Merged-chr12-69853558-20
NR10354--MA0493.1.Klf1	chr12	76312186	76312196	-	0.000	0.000	Merged-chr12-76312183-20
NR16605--MA0741.1.KLF16	chr15	85042838	85042848	+	0.000	0.000	Merged-chr15-85042702-72
NR1006--MA1107.1.KLF9	chr1	83006283	83006295	+	0.000	0.000	Merged-chr1-83006483-46
NR42536--MA0599.1.KLF5	chr7	67353864	67353873	+	0.000	0.000	Merged-chr7-67353683-35
NR29969--MA1107.1.KLF9	chr3	97054997	97055009	+	0.000	0.000	Merged-chr3-97055000-19
NR132--MA0741.1.KLF16	chr1	22806095	22806105	-	0.000	0.000	Merged-chr1-22806040-36
NR35967--MA0741.1.KLF16	chr5	89882148	89882158	-	0.000	0.000	Merged-chr5-89882343-19
NR39816--MA0741.1.KLF16	chr6	108895259	108895269	+	0.000	0.000	Merged-chr6-108895381-27
NR6044--MA1107.1.KLF9	chr11	6000817	6000829	+	0.000	0.000	Merged-chr11-6000952-1
NR26513--MA0599.1.KLF5	chr2	102733592	102733601	-	0.000	0.000	Merged-chr2-102733347-57
NR28446--MA0493.1.Klf1	chr2	174018093	174018103	+	0.000	0.000	Merged-chr2-174018150-40
NR12900--MA0740.1.KLF14	chr13	95765150	95765163	-	0.000	0.000	Merged-chr13-95765232-46
NR30571--MA0741.1.KLF16	chr3	122474234	122474244	+	0.000	0.000	Merged-chr3-122474297-38
NR29428--MA1107.1.KLF9	chr3	79451642	79451654	-	0.000	0.000	Merged-chr3-79451498-29
NR11159--MA0599.1.KLF5	chr12	110381480	110381489	+	0.000	0.000	Merged-chr12-110381552-59
NR39990--MA0742.1.Klf12	chr6	116673890	116673904	+	0.000	0.000	Merged-chr6-116673934-58
NR44858--MA0742.1.Klf12	chr8	45934965	45934979	-	0.000	0.000	Merged-chr8-45934835-41
NR16604--MA0599.1.KLF5	chr15	85042838	85042847	+	0.000	0.000	Merged-chr15-85042702-72
NR27154--MA0039.3.KLF4	chr2	129066504	129066514	-	0.000	0.000	Merged-chr2-129066611-1
NR41962--MA0599.1.KLF5	chr7	35119050	35119059	-	0.000	0.000	Merged-chr7-35119008-87
NR22078--MA0599.1.KLF5	chr18	54822921	54822930	+	0.000	0.000	Merged-chr18-54822886-30
NR43812--MA0741.1.KLF16	chr7	129774305	129774315	+	0.000	0.000	Merged-chr7-129774380-36
NR39988--MA0740.1.KLF14	chr6	116673890	116673903	+	0.000	0.000	Merged-chr6-116673934-58
NR19860--MA0741.1.KLF16	chr17	31693553	31693563	-	0.000	0.000	Merged-chr17-31693537-59
NR20431--MA0741.1.KLF16	chr17	47688202	47688212	+	0.000	0.000	Merged-chr17-47688340-70
NR29971--MA0741.1.KLF16	chr3	97055084	97055094	+	0.000	0.000	Merged-chr3-97055000-19
NR24128--MA0493.1.Klf1	chr19	47915500	47915510	-	0.000	0.000	Merged-chr19-47915460-18
NR23858--MA0599.1.KLF5	chr19	42770733	42770742	-	0.000	0.000	Merged-chr19-42770693-24
NR28286--MA0493.1.Klf1	chr2	168575144	168575154	+	0.000	0.000	Merged-chr2-168575169-53
NR20467--MA0493.1.Klf1	chr17	48002050	48002060	-	0.000	0.000	Merged-chr17-48002103-40
NR28287--MA0741.1.KLF16	chr2	168575145	168575155	+	0.000	0.000	Merged-chr2-168575169-53
NR26446--MA1107.1.KLF9	chr2	93411645	93411657	-	0.000	0.000	Merged-chr2-93411481-30
NR25804--MA1107.1.KLF9	chr2	65161742	65161754	+	0.000	0.000	Merged-chr2-65161891-30
NR3828--MA1107.1.KLF9	chr10	60028423	60028435	+	0.000	0.000	Merged-chr10-60028260-54
NR422--MA0741.1.KLF16	chr1	42953062	42953072	+	0.000	0.000	Merged-chr1-42953184-68
NR1899--MA1107.1.KLF9	chr1	151236858	151236870	+	0.000	0.000	Merged-chr1-151236737-36
NR40787--MA1107.1.KLF9	chr6	145992967	145992979	+	0.000	0.000	Merged-chr6-145993129-56
NR39989--MA0657.1.KLF13	chr6	116673889	116673906	+	0.000	0.000	Merged-chr6-116673934-58
NR3050--MA0740.1.KLF14	chr1	193146635	193146648	-	0.000	0.000	Merged-chr1-193146532-29
NR10235--MA1107.1.KLF9	chr12	69853705	69853717	+	0.000	0.000	Merged-chr12-69853558-20
NR12783--MA0599.1.KLF5	chr13	89521653	89521662	+	0.000	0.000	Merged-chr13-89521757-30
NR15769--MA0039.3.KLF4	chr15	53308731	53308741	-	0.000	0.000	Merged-chr15-53308754-31
NR3511--MA0493.1.Klf1	chr10	39293075	39293085	+	0.000	0.000	Merged-chr10-39293099-66
NR44375--MA0742.1.Klf12	chr8	8661278	8661292	+	0.000	0.000	Merged-chr8-8661451-105
NR1004--MA1107.1.KLF9	chr1	83006279	83006291	+	0.000	0.000	Merged-chr1-83006483-46
NR3524--MA1107.1.KLF9	chr10	39522158	39522170	-	0.000	0.000	Merged-chr10-39522157-23
NR44857--MA0740.1.KLF14	chr8	45934966	45934979	-	0.000	0.000	Merged-chr8-45934835-41
NR2512--MA0741.1.KLF16	chr1	175671994	175672004	+	0.000	0.000	Merged-chr1-175671979-22
NR6233--MA0741.1.KLF16	chr11	22936586	22936596	+	0.000	0.000	Merged-chr11-22936648-30
NR46059--MA0741.1.KLF16	chr8	105278940	105278950	+	0.000	0.000	Merged-chr8-105279164-33
NR18429--MA0657.1.KLF13	chr16	76310889	76310906	-	0.000	0.000	Merged-chr16-76310830-49
NR1713--MA0599.1.KLF5	chr1	136018704	136018713	-	0.000	0.000	Merged-chr1-136018899-6
NR43884--MA0599.1.KLF5	chr7	133734546	133734555	+	0.000	0.000	Merged-chr7-133734546-18
NR6038--MA1107.1.KLF9	chr11	6000805	6000817	+	0.000	0.000	Merged-chr11-6000952-1
NR6347--MA0741.1.KLF16	chr11	32020366	32020376	-	0.000	0.000	Merged-chr11-32020422-50
NR24381--MA0599.1.KLF5	chr19	57430233	57430242	+	0.000	0.000	Merged-chr19-57430178-33
NR48882--MA0741.1.KLF16	chr9	103134555	103134565	-	0.000	0.000	Merged-chr9-103134672-43
NR44380--MA0741.1.KLF16	chr8	8661411	8661421	+	0.000	0.000	Merged-chr8-8661451-105
NR37765--MA1107.1.KLF9	chr5	140208842	140208854	+	0.000	0.000	Merged-chr5-140208912-49
NR19858--MA0493.1.Klf1	chr17	31693554	31693564	-	0.000	0.000	Merged-chr17-31693537-59
NR2750--MA0599.1.KLF5	chr1	182764154	182764163	+	0.000	0.000	Merged-chr1-182764155-66
NR30478--MA0741.1.KLF16	chr3	116200273	116200283	+	0.000	0.000	Merged-chr3-116200281-40
NR41964--MA1107.1.KLF9	chr7	35119048	35119060	-	0.000	0.000	Merged-chr7-35119008-87
NR1711--MA0741.1.KLF16	chr1	136018675	136018685	+	0.000	0.000	Merged-chr1-136018899-6
NR28288--MA1107.1.KLF9	chr2	168575144	168575156	+	0.000	0.000	Merged-chr2-168575169-53
NR15692--MA0599.1.KLF5	chr15	38634539	38634548	+	0.000	0.000	Merged-chr15-38634612-4
NR28298--MA0741.1.KLF16	chr2	168741484	168741494	+	0.000	0.000	Merged-chr2-168741453-11
NR28955--MA1107.1.KLF9	chr3	31095080	31095092	-	0.000	0.000	Merged-chr3-31095271-1
NR29970--MA0599.1.KLF5	chr3	97055084	97055093	+	0.000	0.000	Merged-chr3-97055000-19
NR49103--MA1107.1.KLF9	chr9	107719431	107719443	+	0.000	0.000	Merged-chr9-107719377-27
NR38208--MA0599.1.KLF5	chr5	150259566	150259575	+	0.000	0.000	Merged-chr5-150259783-65
NR38917--MA0741.1.KLF16	chr6	54760275	54760285	+	0.000	0.000	Merged-chr6-54760187-57
NR40786--MA0741.1.KLF16	chr6	145992968	145992978	+	0.000	0.000	Merged-chr6-145993129-56
NR12866--MA0599.1.KLF5	chr13	94144784	94144793	-	0.000	0.000	Merged-chr13-94144726-31
NR35968--MA0599.1.KLF5	chr5	89882217	89882226	-	0.000	0.000	Merged-chr5-89882343-19
NR30550--MA0599.1.KLF5	chr3	121967795	121967804	-	0.000	0.000	Merged-chr3-121967857-57
NR11534--MA0493.1.Klf1	chr13	13582202	13582212	-	0.000	0.000	Merged-chr13-13582107-29
NR32334--MA0741.1.KLF16	chr4	89137801	89137811	+	0.000	0.000	Merged-chr4-89137676-98
NR31524--MA0599.1.KLF5	chr4	34551670	34551679	-	0.000	0.000	Merged-chr4-34551500-9
NR5823--MA1107.1.KLF9	chr10	128940562	128940574	-	0.000	0.000	Merged-chr10-128940717-41
NR1007--MA1107.1.KLF9	chr1	83006285	83006297	+	0.000	0.000	Merged-chr1-83006483-46
NR40281--MA0599.1.KLF5	chr6	125433809	125433818	+	0.000	0.000	Merged-chr6-125433874-28
NR17894--MA1107.1.KLF9	chr16	32645563	32645575	-	0.000	0.000	Merged-chr16-32645495-50
NR13067--MA0741.1.KLF16	chr13	101569400	101569410	-	0.000	0.000	Merged-chr13-101569413-14
NR2571--MA0039.3.KLF4	chr1	177984180	177984190	+	0.000	0.000	Merged-chr1-177984228-1
NR6040--MA1107.1.KLF9	chr11	6000809	6000821	+	0.000	0.000	Merged-chr11-6000952-1
NR30569--MA0599.1.KLF5	chr3	122474232	122474241	+	0.000	0.000	Merged-chr3-122474297-38
NR39263--MA0599.1.KLF5	chr6	83413110	83413119	-	0.000	0.000	Merged-chr6-83413092-38
NR45816--MA0599.1.KLF5	chr8	88668753	88668762	+	0.000	0.000	Merged-chr8-88668862-52
NR8548--MA0741.1.KLF16	chr11	100862018	100862028	+	0.000	0.000	Merged-chr11-100861973-17
NR38916--MA0493.1.Klf1	chr6	54760113	54760123	+	0.000	0.000	Merged-chr6-54760187-57
NR32192--MA0039.3.KLF4	chr4	63863061	63863071	-	0.000	0.000	Merged-chr4-63862999-40
NR23471--MA0039.3.KLF4	chr19	18766674	18766684	-	0.000	0.000	Merged-chr19-18766611-24
NR48883--MA1107.1.KLF9	chr9	103134554	103134566	-	0.000	0.000	Merged-chr9-103134672-43
NR2509--MA0740.1.KLF14	chr1	175671993	175672006	+	0.000	0.000	Merged-chr1-175671979-22
NR38915--MA0039.3.KLF4	chr6	54760115	54760125	+	0.000	0.000	Merged-chr6-54760187-57
NR36203--MA1107.1.KLF9	chr5	100929920	100929932	+	0.000	0.000	Merged-chr5-100929891-31
NR46622--MA0742.1.Klf12	chr8	121898637	121898651	-	0.000	0.000	Merged-chr8-121898554-47
NR5961--MA0741.1.KLF16	chr11	4390658	4390668	-	0.000	0.000	Merged-chr11-4390804-16
NR30476--MA0741.1.KLF16	chr3	116200270	116200280	+	0.000	0.000	Merged-chr3-116200281-40
NR38172--MA0039.3.KLF4	chr5	149427522	149427532	-	0.000	0.000	Merged-chr5-149427432-30
NR46180--MA0741.1.KLF16	chr8	109957365	109957375	+	0.000	0.000	Merged-chr8-109957445-42
NR46060--MA0599.1.KLF5	chr8	105279283	105279292	-	0.000	0.000	Merged-chr8-105279164-33
NR46626--MA0741.1.KLF16	chr8	121898640	121898650	-	0.000	0.000	Merged-chr8-121898554-47
NR42591--MA0493.1.Klf1	chr7	74296314	74296324	+	0.000	0.000	Merged-chr7-74296401-18
NR32333--MA0599.1.KLF5	chr4	89137801	89137810	+	0.000	0.000	Merged-chr4-89137676-98
NR29427--MA0741.1.KLF16	chr3	79451643	79451653	-	0.000	0.000	Merged-chr3-79451498-29
NR980--MA1107.1.KLF9	chr1	82443691	82443703	+	0.000	0.000	Merged-chr1-82443829-28
NR3825--MA0742.1.Klf12	chr10	60028423	60028437	+	0.000	0.000	Merged-chr10-60028260-54
NR5430--MA0039.3.KLF4	chr10	118310881	118310891	+	0.000	0.000	Merged-chr10-118310957-20
NR11880--MA1107.1.KLF9	chr13	36214180	36214192	-	0.000	0.000	Merged-chr13-36214295-21
NR48348--MA0599.1.KLF5	chr9	77683657	77683666	+	0.000	0.000	Merged-chr9-77683679-29
NR41963--MA0493.1.Klf1	chr7	35119050	35119060	-	0.000	0.000	Merged-chr7-35119008-87
NR2510--MA0039.3.KLF4	chr1	175671995	175672005	+	0.000	0.000	Merged-chr1-175671979-22
NR10353--MA0599.1.KLF5	chr12	76312186	76312195	-	0.000	0.000	Merged-chr12-76312183-20
NR39987--MA0741.1.KLF16	chr6	116673848	116673858	+	0.000	0.000	Merged-chr6-116673934-58
NR26447--MA1107.1.KLF9	chr2	93411647	93411659	-	0.000	0.000	Merged-chr2-93411481-30
NR31525--MA0741.1.KLF16	chr4	34551669	34551679	-	0.000	0.000	Merged-chr4-34551500-9
NR1714--MA0741.1.KLF16	chr1	136018703	136018713	-	0.000	0.000	Merged-chr1-136018899-6
NR49102--MA0493.1.Klf1	chr9	107719431	107719441	+	0.000	0.000	Merged-chr9-107719377-27
NR10236--MA1107.1.KLF9	chr12	69853707	69853719	+	0.000	0.000	Merged-chr12-69853558-20
NR46624--MA0039.3.KLF4	chr8	121898639	121898649	-	0.000	0.000	Merged-chr8-121898554-47
NR44379--MA0599.1.KLF5	chr8	8661411	8661420	+	0.000	0.000	Merged-chr8-8661451-105
NR24869--MA0599.1.KLF5	chr2	25095203	25095212	+	0.000	0.000	Merged-chr2-25095278-14
NR21459--MA0039.3.KLF4	chr17	88753267	88753277	+	0.000	0.000	Merged-chr17-88753234-51
NR30776--MA1107.1.KLF9	chr3	132949621	132949633	+	0.000	0.000	Merged-chr3-132949483-1
NR38171--MA0599.1.KLF5	chr5	149427524	149427533	-	0.000	0.000	Merged-chr5-149427432-30
NR3508--MA0493.1.Klf1	chr10	37605948	37605958	+	0.000	0.000	Merged-chr10-37606063-23
NR4764--MA0599.1.KLF5	chr10	84440812	84440821	-	0.000	0.000	Merged-chr10-84440807-71
NR10653--MA0741.1.KLF16	chr12	87130510	87130520	+	0.000	0.000	Merged-chr12-87130424-26
NR3824--MA0740.1.KLF14	chr10	60028423	60028436	+	0.000	0.000	Merged-chr10-60028260-54
NR12784--MA0493.1.Klf1	chr13	89521652	89521662	+	0.000	0.000	Merged-chr13-89521757-30
NR28418--MA0493.1.Klf1	chr2	173444618	173444628	+	0.000	0.000	Merged-chr2-173444560-32
NR18462--MA0741.1.KLF16	chr16	77360455	77360465	-	0.000	0.000	Merged-chr16-77360376-19
NR11479--MA1107.1.KLF9	chr13	9107262	9107274	+	0.000	0.000	Merged-chr13-9107382-45
NR30570--MA0741.1.KLF16	chr3	122474232	122474242	+	0.000	0.000	Merged-chr3-122474297-38
NR24592--MA0599.1.KLF5	chr2	9986365	9986374	-	0.000	0.000	Merged-chr2-9986324-23
NR12391--MA0599.1.KLF5	chr13	58213832	58213841	-	0.000	0.000	Merged-chr13-58213937-15
NR6039--MA1107.1.KLF9	chr11	6000807	6000819	+	0.000	0.000	Merged-chr11-6000952-1
NR40283--MA0039.3.KLF4	chr6	125468296	125468306	+	0.000	0.000	Merged-chr6-125468241-50
NR36202--MA0493.1.Klf1	chr5	100929920	100929930	+	0.000	0.000	Merged-chr5-100929891-31
NR23470--MA0742.1.Klf12	chr19	18766672	18766686	-	0.000	0.000	Merged-chr19-18766611-24
NR14664--MA1107.1.KLF9	chr14	69774963	69774975	-	0.000	0.000	Merged-chr14-69774788-96
NR37766--MA1107.1.KLF9	chr5	140208844	140208856	+	0.000	0.000	Merged-chr5-140208912-49
NR43110--MA1107.1.KLF9	chr7	101970720	101970732	-	0.000	0.000	Merged-chr7-101970646-136
NR7184--MA0599.1.KLF5	chr11	68270935	68270944	-	0.000	0.000	Merged-chr11-68271044-32
