#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR2977--MA0089.1.MAFG::NFE2L1	chr13	111655550	111655555	+	0.000	0.000	Merged-chr13-111655433-3
NR9201--MA0089.1.MAFG::NFE2L1	chr8	91545812	91545817	-	0.000	0.000	Merged-chr8-91545805-43
NR961--MA0089.1.MAFG::NFE2L1	chr10	43532594	43532599	+	0.000	0.000	Merged-chr10-43532719-12
NR6428--MA0089.1.MAFG::NFE2L1	chr3	96936772	96936777	-	0.000	0.000	Merged-chr3-96936595-28
NR7665--MA0117.2.Mafb	chr5	111040069	111040080	+	0.000	0.000	Merged-chr5-111039945-24
NR1079--MA0089.1.MAFG::NFE2L1	chr10	70132955	70132960	-	0.000	0.000	Merged-chr10-70132920-4
NR5977--MA0501.1.MAF::NFE2	chr2	158723942	158723956	-	0.000	0.000	Merged-chr2-158724013-3
NR9907--MA0501.1.MAF::NFE2	chr9	116319690	116319704	+	0.000	0.000	Merged-chr9-116319642-35
NR5963--MA0089.1.MAFG::NFE2L1	chr2	158133365	158133370	+	0.000	0.000	Merged-chr2-158133215-37
NR4052--MA0089.1.MAFG::NFE2L1	chr16	52143139	52143144	-	0.000	0.000	Merged-chr16-52143257-58
NR8762--MA0089.1.MAFG::NFE2L1	chr7	101288099	101288104	+	0.000	0.000	Merged-chr7-101288112-19
NR519--MA0591.1.Bach1::Mafk	chr1	161436620	161436634	-	0.000	0.000	Merged-chr1-161436721-21
NR9212--MA0089.1.MAFG::NFE2L1	chr8	94828115	94828120	-	0.000	0.000	Merged-chr8-94828163-36
NR5502--MA0495.2.MAFF	chr2	72170813	72170833	-	0.000	0.000	Merged-chr2-72170854-84
NR414--MA0591.1.Bach1::Mafk	chr1	138952346	138952360	+	0.000	0.000	Merged-chr1-138952405-35
NR3914--MA0089.1.MAFG::NFE2L1	chr16	22526618	22526623	+	0.000	0.000	Merged-chr16-22526487-34
NR2684--MA0089.1.MAFG::NFE2L1	chr13	42077768	42077773	-	0.000	0.000	Merged-chr13-42077893-29
NR9199--MA0591.1.Bach1::Mafk	chr8	91395875	91395889	-	0.000	0.000	Merged-chr8-91395862-46
NR5965--MA0117.2.Mafb	chr2	158175331	158175342	-	0.000	0.000	Merged-chr2-158175276-28
NR8675--MA0117.2.Mafb	chr7	79301012	79301023	-	0.000	0.000	Merged-chr7-79300921-71
NR6699--MA0496.2.MAFK	chr3	148488139	148488157	-	0.000	0.000	Merged-chr3-148488399-75
NR7931--MA0089.1.MAFG::NFE2L1	chr6	33683572	33683577	+	0.000	0.000	Merged-chr6-33683719-46
NR3812--MA0089.1.MAFG::NFE2L1	chr15	100060731	100060736	+	0.000	0.000	Merged-chr15-100060928-68
NR5281--MA0089.1.MAFG::NFE2L1	chr2	8965006	8965011	+	0.000	0.000	Merged-chr2-8965212-53
NR5608--MA0089.1.MAFG::NFE2L1	chr2	102701607	102701612	-	0.000	0.000	Merged-chr2-102701497-15
NR184--MA0495.2.MAFF	chr1	80321300	80321320	+	0.000	0.000	Merged-chr1-80321528-19
NR5767--MA0495.2.MAFF	chr2	128117907	128117927	-	0.000	0.000	Merged-chr2-128117807-36
NR1664--MA0089.1.MAFG::NFE2L1	chr11	63873441	63873446	-	0.000	0.000	Merged-chr11-63873500-16
NR148--MA0496.2.MAFK	chr1	64486461	64486479	+	0.000	0.000	Merged-chr1-64486540-36
NR9286--MA0501.1.MAF::NFE2	chr8	115771214	115771228	-	0.000	0.000	Merged-chr8-115771261-45
NR6872--MA0117.2.Mafb	chr4	57731337	57731348	+	0.000	0.000	Merged-chr4-57731162-88
NR3943--MA0659.1.MAFG	chr16	24859920	24859940	+	0.000	0.000	Merged-chr16-24859863-8
NR9449--MA0089.1.MAFG::NFE2L1	chr9	5623575	5623580	-	0.000	0.000	Merged-chr9-5623590-21
NR8595--MA0089.1.MAFG::NFE2L1	chr7	55960533	55960538	-	0.000	0.000	Merged-chr7-55960600-37
NR2734--MA0501.1.MAF::NFE2	chr13	51849024	51849038	+	0.000	0.000	Merged-chr13-51849013-24
NR8418--MA0089.1.MAFG::NFE2L1	chr6	145374573	145374578	-	0.000	0.000	Merged-chr6-145374595-4
NR9903--MA0495.2.MAFF	chr9	116319684	116319704	-	0.000	0.000	Merged-chr9-116319642-35
NR6812--MA0501.1.MAF::NFE2	chr4	14882007	14882021	+	0.000	0.000	Merged-chr4-14882054-55
NR2703--MA0089.1.MAFG::NFE2L1	chr13	45884989	45884994	-	0.000	0.000	Merged-chr13-45885080-29
NR1097--MA0089.1.MAFG::NFE2L1	chr10	78421243	78421248	+	0.000	0.000	Merged-chr10-78421100-18
NR10103--MA0591.1.Bach1::Mafk	chrX	159899326	159899340	+	0.000	0.000	Merged-chrX-159899215-24
NR3430--MA0089.1.MAFG::NFE2L1	chr14	122830647	122830652	+	0.000	0.000	Merged-chr14-122830576-36
NR7388--MA0089.1.MAFG::NFE2L1	chr5	10245992	10245997	-	0.000	0.000	Merged-chr5-10245943-14
NR1942--MA0591.1.Bach1::Mafk	chr11	111055405	111055419	+	0.000	0.000	Merged-chr11-111055378-1
NR5138--MA0501.1.MAF::NFE2	chr19	34505418	34505432	-	0.000	0.000	Merged-chr19-34505331-35
NR8429--MA0089.1.MAFG::NFE2L1	chr6	146271409	146271414	-	0.000	0.000	Merged-chr6-146271470-40
NR4259--MA0117.2.Mafb	chr16	97402656	97402667	+	0.000	0.000	Merged-chr16-97402543-6
NR2181--MA0501.1.MAF::NFE2	chr12	35534167	35534181	+	0.000	0.000	Merged-chr12-35534275-3
NR9156--MA0089.1.MAFG::NFE2L1	chr8	76902051	76902056	-	0.000	0.000	Merged-chr8-76902143-41
NR333--MA0495.2.MAFF	chr1	127796502	127796522	+	0.000	0.000	Merged-chr1-127796546-56
NR8726--MA0117.2.Mafb	chr7	92420824	92420835	-	0.000	0.000	Merged-chr7-92420666-38
NR2425--MA0089.1.MAFG::NFE2L1	chr12	107127753	107127758	-	0.000	0.000	Merged-chr12-107127803-22
NR5768--MA0591.1.Bach1::Mafk	chr2	128117910	128117924	+	0.000	0.000	Merged-chr2-128117807-36
NR3946--MA0496.2.MAFK	chr16	24859921	24859939	-	0.000	0.000	Merged-chr16-24859863-8
NR8414--MA0089.1.MAFG::NFE2L1	chr6	144922951	144922956	-	0.000	0.000	Merged-chr6-144923057-24
NR9740--MA0659.1.MAFG	chr9	80820409	80820429	-	0.000	0.000	Merged-chr9-80820177-30
NR624--MA0089.1.MAFG::NFE2L1	chr1	177676835	177676840	+	0.000	0.000	Merged-chr1-177676690-44
NR245--MA0501.1.MAF::NFE2	chr1	91831435	91831449	+	0.000	0.000	Merged-chr1-91831329-12
NR9908--MA0496.2.MAFK	chr9	116319685	116319703	+	0.000	0.000	Merged-chr9-116319642-35
NR6959--MA0089.1.MAFG::NFE2L1	chr4	89302408	89302413	+	0.000	0.000	Merged-chr4-89302202-17
NR2712--MA0089.1.MAFG::NFE2L1	chr13	46159453	46159458	-	0.000	0.000	Merged-chr13-46159501-43
NR4321--MA0591.1.Bach1::Mafk	chr17	12656030	12656044	-	0.000	0.000	Merged-chr17-12655999-51
NR2682--MA0496.2.MAFK	chr13	41683041	41683059	-	0.000	0.000	Merged-chr13-41683049-20
NR5392--MA0496.2.MAFK	chr2	34977066	34977084	+	0.000	0.000	Merged-chr2-34977109-71
NR6942--MA0501.1.MAF::NFE2	chr4	88079194	88079208	+	0.000	0.000	Merged-chr4-88079193-33
NR1682--MA0089.1.MAFG::NFE2L1	chr11	68447293	68447298	+	0.000	0.000	Merged-chr11-68447453-15
NR9994--MA0495.2.MAFF	chrX	37141975	37141995	+	0.000	0.000	Merged-chrX-37141960-22
NR7572--MA0496.2.MAFK	chr5	92348939	92348957	-	0.000	0.000	Merged-chr5-92348973-52
NR9921--MA0501.1.MAF::NFE2	chr9	118285736	118285750	-	0.000	0.000	Merged-chr9-118285683-37
NR338--MA0496.2.MAFK	chr1	127796503	127796521	-	0.000	0.000	Merged-chr1-127796546-56
NR6624--MA0501.1.MAF::NFE2	chr3	133626798	133626812	-	0.000	0.000	Merged-chr3-133626779-42
NR9618--MA0591.1.Bach1::Mafk	chr9	55410490	55410504	+	0.000	0.000	Merged-chr9-55410514-19
NR9766--MA0495.2.MAFF	chr9	83564270	83564290	-	0.000	0.000	Merged-chr9-83564254-44
NR9996--MA0117.2.Mafb	chrX	37141975	37141986	+	0.000	0.000	Merged-chrX-37141960-22
NR2332--MA0089.1.MAFG::NFE2L1	chr12	90810920	90810925	+	0.000	0.000	Merged-chr12-90810823-15
NR151--MA0591.1.Bach1::Mafk	chr1	69291466	69291480	-	0.000	0.000	Merged-chr1-69291557-40
NR5057--MA0089.1.MAFG::NFE2L1	chr19	14534417	14534422	-	0.000	0.000	Merged-chr19-14534548-20
NR2936--MA0089.1.MAFG::NFE2L1	chr13	103412676	103412681	-	0.000	0.000	Merged-chr13-103412841-15
NR5520--MA0089.1.MAFG::NFE2L1	chr2	76421649	76421654	-	0.000	0.000	Merged-chr2-76421582-29
NR7493--MA0089.1.MAFG::NFE2L1	chr5	63962015	63962020	-	0.000	0.000	Merged-chr5-63961886-28
NR342--MA0089.1.MAFG::NFE2L1	chr1	128771028	128771033	+	0.000	0.000	Merged-chr1-128770934-28
NR9453--MA0495.2.MAFF	chr9	7572794	7572814	-	0.000	0.000	Merged-chr9-7572579-40
NR4049--MA0501.1.MAF::NFE2	chr16	51878544	51878558	-	0.000	0.000	Merged-chr16-51878445-21
NR2128--MA0496.2.MAFK	chr12	17726788	17726806	+	0.000	0.000	Merged-chr12-17726607-38
NR155--MA0496.2.MAFK	chr1	69350805	69350823	+	0.000	0.000	Merged-chr1-69350970-27
NR2521--MA0591.1.Bach1::Mafk	chr12	116140670	116140684	-	0.000	0.000	Merged-chr12-116140817-28
NR3032--MA0117.2.Mafb	chr13	114846010	114846021	+	0.000	0.000	Merged-chr13-114845920-71
NR4819--MA0089.1.MAFG::NFE2L1	chr18	41979645	41979650	+	0.000	0.000	Merged-chr18-41979653-39
NR240--MA0089.1.MAFG::NFE2L1	chr1	91755238	91755243	-	0.000	0.000	Merged-chr1-91755348-8
NR5344--MA0089.1.MAFG::NFE2L1	chr2	25620598	25620603	+	0.000	0.000	Merged-chr2-25620603-21
NR4239--MA0089.1.MAFG::NFE2L1	chr16	95809371	95809376	-	0.000	0.000	Merged-chr16-95809247-50
NR7161--MA0501.1.MAF::NFE2	chr4	129565429	129565443	-	0.000	0.000	Merged-chr4-129565342-28
NR9474--MA0089.1.MAFG::NFE2L1	chr9	14280988	14280993	-	0.000	0.000	Merged-chr9-14281018-40
NR4865--MA0501.1.MAF::NFE2	chr18	61626446	61626460	+	0.000	0.000	Merged-chr18-61626581-16
NR7427--MA0089.1.MAFG::NFE2L1	chr5	20845378	20845383	+	0.000	0.000	Merged-chr5-20845245-18
NR523--MA0496.2.MAFK	chr1	161480012	161480030	-	0.000	0.000	Merged-chr1-161480099-19
NR9083--MA0089.1.MAFG::NFE2L1	chr8	41334269	41334274	+	0.000	0.000	Merged-chr8-41334366-24
NR1170--MA0501.1.MAF::NFE2	chr10	89590032	89590046	-	0.000	0.000	Merged-chr10-89590018-36
NR7438--MA0089.1.MAFG::NFE2L1	chr5	28382568	28382573	-	0.000	0.000	Merged-chr5-28382451-39
NR4611--MA0089.1.MAFG::NFE2L1	chr17	74753461	74753466	-	0.000	0.000	Merged-chr17-74753393-19
NR6960--MA0089.1.MAFG::NFE2L1	chr4	89302406	89302411	-	0.000	0.000	Merged-chr4-89302202-17
NR3381--MA0089.1.MAFG::NFE2L1	chr14	103621423	103621428	+	0.000	0.000	Merged-chr14-103621472-32
NR5386--MA0495.2.MAFF	chr2	34977065	34977085	+	0.000	0.000	Merged-chr2-34977109-71
NR9058--MA0659.1.MAFG	chr8	33968527	33968547	+	0.000	0.000	Merged-chr8-33968508-27
NR4053--MA0501.1.MAF::NFE2	chr16	52143460	52143474	+	0.000	0.000	Merged-chr16-52143257-58
NR7160--MA0591.1.Bach1::Mafk	chr4	129565432	129565446	-	0.000	0.000	Merged-chr4-129565342-28
NR6003--MA0089.1.MAFG::NFE2L1	chr2	164081815	164081820	-	0.000	0.000	Merged-chr2-164081803-8
NR6348--MA0117.2.Mafb	chr3	84749430	84749441	+	0.000	0.000	Merged-chr3-84749364-32
NR2450--MA0089.1.MAFG::NFE2L1	chr12	110939522	110939527	+	0.000	0.000	Merged-chr12-110939619-21
NR2186--MA0591.1.Bach1::Mafk	chr12	36241336	36241350	+	0.000	0.000	Merged-chr12-36241330-19
NR2680--MA0501.1.MAF::NFE2	chr13	41683046	41683060	+	0.000	0.000	Merged-chr13-41683049-20
NR2584--MA0501.1.MAF::NFE2	chr13	13582231	13582245	+	0.000	0.000	Merged-chr13-13582107-29
NR6700--MA0495.2.MAFF	chr3	148488518	148488538	+	0.000	0.000	Merged-chr3-148488399-75
NR9619--MA0501.1.MAF::NFE2	chr9	55410493	55410507	+	0.000	0.000	Merged-chr9-55410514-19
NR7976--MA0591.1.Bach1::Mafk	chr6	53709848	53709862	-	0.000	0.000	Merged-chr6-53709881-31
NR6266--MA0495.2.MAFF	chr3	55419474	55419494	-	0.000	0.000	Merged-chr3-55419547-37
NR153--MA0495.2.MAFF	chr1	69350804	69350824	+	0.000	0.000	Merged-chr1-69350970-27
NR9202--MA0591.1.Bach1::Mafk	chr8	91545805	91545819	-	0.000	0.000	Merged-chr8-91545805-43
NR648--MA0501.1.MAF::NFE2	chr1	180410497	180410511	+	0.000	0.000	Merged-chr1-180410391-12
NR8941--MA0089.1.MAFG::NFE2L1	chr7	132772572	132772577	+	0.000	0.000	Merged-chr7-132772585-7
NR6101--MA0089.1.MAFG::NFE2L1	chr2	173647314	173647319	+	0.000	0.000	Merged-chr2-173647246-19
NR1949--MA0089.1.MAFG::NFE2L1	chr11	113174285	113174290	-	0.000	0.000	Merged-chr11-113174221-33
NR5657--MA0591.1.Bach1::Mafk	chr2	114059831	114059845	+	0.000	0.000	Merged-chr2-114059851-34
NR3717--MA0089.1.MAFG::NFE2L1	chr15	82112073	82112078	+	0.000	0.000	Merged-chr15-82112003-17
NR9190--MA0089.1.MAFG::NFE2L1	chr8	86052138	86052143	-	0.000	0.000	Merged-chr8-86052123-41
NR185--MA0495.2.MAFF	chr1	80321300	80321320	-	0.000	0.000	Merged-chr1-80321528-19
NR9435--MA0117.2.Mafb	chr8	128433679	128433690	+	0.000	0.000	Merged-chr8-128433570-8
NR7228--MA0591.1.Bach1::Mafk	chr4	140833179	140833193	-	0.000	0.000	Merged-chr4-140833040-18
NR5109--MA0089.1.MAFG::NFE2L1	chr19	29185756	29185761	+	0.000	0.000	Merged-chr19-29185697-46
NR149--MA0496.2.MAFK	chr1	64486461	64486479	-	0.000	0.000	Merged-chr1-64486540-36
NR6224--MA0501.1.MAF::NFE2	chr3	37174731	37174745	+	0.000	0.000	Merged-chr3-37174845-28
NR5978--MA0496.2.MAFK	chr2	158724017	158724035	+	0.000	0.000	Merged-chr2-158724013-3
NR6088--MA0495.2.MAFF	chr2	172977503	172977523	-	0.000	0.000	Merged-chr2-172977593-131
NR3944--MA0659.1.MAFG	chr16	24859920	24859940	-	0.000	0.000	Merged-chr16-24859863-8
NR5660--MA0089.1.MAFG::NFE2L1	chr2	115610676	115610681	+	0.000	0.000	Merged-chr2-115610633-33
NR2961--MA0089.1.MAFG::NFE2L1	chr13	108100867	108100872	+	0.000	0.000	Merged-chr13-108100820-31
NR2733--MA0117.2.Mafb	chr13	51849027	51849038	-	0.000	0.000	Merged-chr13-51849013-24
NR9769--MA0496.2.MAFK	chr9	83564271	83564289	+	0.000	0.000	Merged-chr9-83564254-44
NR3902--MA0089.1.MAFG::NFE2L1	chr16	17024650	17024655	-	0.000	0.000	Merged-chr16-17024705-22
NR9203--MA0501.1.MAF::NFE2	chr8	91545802	91545816	-	0.000	0.000	Merged-chr8-91545805-43
NR6625--MA0496.2.MAFK	chr3	133626799	133626817	+	0.000	0.000	Merged-chr3-133626779-42
NR6941--MA0591.1.Bach1::Mafk	chr4	88079191	88079205	+	0.000	0.000	Merged-chr4-88079193-33
NR2151--MA0591.1.Bach1::Mafk	chr12	25851791	25851805	-	0.000	0.000	Merged-chr12-25851772-17
NR7354--MA0089.1.MAFG::NFE2L1	chr4	156004269	156004274	+	0.000	0.000	Merged-chr4-156004272-37
NR8737--MA0501.1.MAF::NFE2	chr7	97042252	97042266	-	0.000	0.000	Merged-chr7-97042218-26
NR6169--MA0591.1.Bach1::Mafk	chr3	18243870	18243884	+	0.000	0.000	Merged-chr3-18243680-52
NR5536--MA0501.1.MAF::NFE2	chr2	80462146	80462160	-	0.000	0.000	Merged-chr2-80462138-40
NR2117--MA0089.1.MAFG::NFE2L1	chr12	16474577	16474582	+	0.000	0.000	Merged-chr12-16474710-17
NR7252--MA0089.1.MAFG::NFE2L1	chr4	144906846	144906851	+	0.000	0.000	Merged-chr4-144906777-28
NR8181--MA0089.1.MAFG::NFE2L1	chr6	108341123	108341128	+	0.000	0.000	Merged-chr6-108341032-57
NR4291--MA0117.2.Mafb	chr17	8237581	8237592	-	0.000	0.000	Merged-chr17-8237581-7
NR4150--MA0496.2.MAFK	chr16	89974506	89974524	-	0.000	0.000	Merged-chr16-89974505-28
NR6693--MA0495.2.MAFF	chr3	148488138	148488158	+	0.000	0.000	Merged-chr3-148488399-75
NR391--MA0089.1.MAFG::NFE2L1	chr1	135766448	135766453	+	0.000	0.000	Merged-chr1-135766283-55
NR2886--MA0117.2.Mafb	chr13	96511379	96511390	+	0.000	0.000	Merged-chr13-96511466-3
NR2583--MA0591.1.Bach1::Mafk	chr13	13582228	13582242	+	0.000	0.000	Merged-chr13-13582107-29
NR334--MA0495.2.MAFF	chr1	127796502	127796522	-	0.000	0.000	Merged-chr1-127796546-56
NR6236--MA0591.1.Bach1::Mafk	chr3	37272567	37272581	+	0.000	0.000	Merged-chr3-37272616-19
NR6695--MA0117.2.Mafb	chr3	148488147	148488158	-	0.000	0.000	Merged-chr3-148488399-75
NR9768--MA0501.1.MAF::NFE2	chr9	83564276	83564290	+	0.000	0.000	Merged-chr9-83564254-44
NR7666--MA0501.1.MAF::NFE2	chr5	111040069	111040083	-	0.000	0.000	Merged-chr5-111039945-24
NR6810--MA0495.2.MAFF	chr4	14882001	14882021	+	0.000	0.000	Merged-chr4-14882054-55
NR4847--MA0117.2.Mafb	chr18	56547144	56547155	+	0.000	0.000	Merged-chr18-56547142-34
NR3159--MA0501.1.MAF::NFE2	chr14	46578214	46578228	-	0.000	0.000	Merged-chr14-46578431-37
NR2692--MA0089.1.MAFG::NFE2L1	chr13	43788990	43788995	-	0.000	0.000	Merged-chr13-43789112-65
NR5393--MA0496.2.MAFK	chr2	34977066	34977084	-	0.000	0.000	Merged-chr2-34977109-71
NR7389--MA0089.1.MAFG::NFE2L1	chr5	10246074	10246079	-	0.000	0.000	Merged-chr5-10245943-14
NR4147--MA0501.1.MAF::NFE2	chr16	89974511	89974525	+	0.000	0.000	Merged-chr16-89974505-28
NR729--MA0089.1.MAFG::NFE2L1	chr1	191259313	191259318	-	0.000	0.000	Merged-chr1-191259374-46
NR7775--MA0591.1.Bach1::Mafk	chr5	137870853	137870867	+	0.000	0.000	Merged-chr5-137870793-17
NR9849--MA0117.2.Mafb	chr9	106234135	106234146	+	0.000	0.000	Merged-chr9-106234085-16
NR9995--MA0495.2.MAFF	chrX	37141975	37141995	-	0.000	0.000	Merged-chrX-37141960-22
NR2239--MA0089.1.MAFG::NFE2L1	chr12	69102146	69102151	-	0.000	0.000	Merged-chr12-69102156-32
NR4460--MA0089.1.MAFG::NFE2L1	chr17	44556037	44556042	+	0.000	0.000	Merged-chr17-44556103-15
NR1981--MA0659.1.MAFG	chr11	115463665	115463685	+	0.000	0.000	Merged-chr11-115463666-29
NR525--MA0089.1.MAFG::NFE2L1	chr1	161671183	161671188	+	0.000	0.000	Merged-chr1-161671075-50
NR7387--MA0089.1.MAFG::NFE2L1	chr5	10245953	10245958	-	0.000	0.000	Merged-chr5-10245943-14
NR8428--MA0089.1.MAFG::NFE2L1	chr6	146185786	146185791	-	0.000	0.000	Merged-chr6-146185680-43
NR9444--MA0089.1.MAFG::NFE2L1	chr8	128575012	128575017	-	0.000	0.000	Merged-chr8-128575049-9
NR199--MA0591.1.Bach1::Mafk	chr1	83006366	83006380	-	0.000	0.000	Merged-chr1-83006483-46
NR9904--MA0591.1.Bach1::Mafk	chr9	116319687	116319701	+	0.000	0.000	Merged-chr9-116319642-35
NR8904--MA0089.1.MAFG::NFE2L1	chr7	125512077	125512082	-	0.000	0.000	Merged-chr7-125512112-4
NR6697--MA0501.1.MAF::NFE2	chr3	148488144	148488158	+	0.000	0.000	Merged-chr3-148488399-75
NR2129--MA0496.2.MAFK	chr12	17726788	17726806	-	0.000	0.000	Merged-chr12-17726607-38
NR156--MA0496.2.MAFK	chr1	69350805	69350823	-	0.000	0.000	Merged-chr1-69350970-27
